observation_date,DEXNOUS
1994-07-08,6.8740
1994-07-11,6.7430
1994-07-12,6.6785
1994-07-13,6.7335
1994-07-14,6.7820
1994-07-15,6.8125
1994-07-18,6.7720
1994-07-19,6.8485
1994-07-20,6.8225
1994-07-21,6.8785
1994-07-22,6.9445
1994-07-25,6.9345
1994-07-26,6.9135
1994-07-27,6.8705
1994-07-28,6.9005
1994-07-29,6.9235
1994-08-01,6.8898
1994-08-02,6.8990
1994-08-03,6.9065
1994-08-04,6.9150
1994-08-05,6.9110
1994-08-08,6.9065
1994-08-09,6.9175
1994-08-10,6.9055
1994-08-11,6.9225
1994-08-12,6.8580
1994-08-15,6.8290
1994-08-16,6.8320
1994-08-17,6.8510
1994-08-18,6.8135
1994-08-19,6.7750
1994-08-22,6.7345
1994-08-23,6.7685
1994-08-24,6.7985
1994-08-25,6.8005
1994-08-26,6.8835
1994-08-29,6.9280
1994-08-30,6.9185
1994-08-31,6.9185
1994-09-01,6.9000
1994-09-02,6.8360
1994-09-05,
1994-09-06,6.7920
1994-09-07,6.8130
1994-09-08,6.8490
1994-09-09,6.7675
1994-09-12,6.7695
1994-09-13,6.7955
1994-09-14,6.7620
1994-09-15,6.7910
1994-09-16,6.7350
1994-09-19,6.8090
1994-09-20,6.8100
1994-09-21,6.7870
1994-09-22,6.7815
1994-09-23,6.7719
1994-09-26,6.8150
1994-09-27,6.7840
1994-09-28,6.7855
1994-09-29,6.7745
1994-09-30,6.7885
1994-10-03,6.7835
1994-10-04,6.7580
1994-10-05,6.7295
1994-10-06,6.7240
1994-10-07,6.7175
1994-10-10,
1994-10-11,6.7435
1994-10-12,6.7235
1994-10-13,6.7125
1994-10-14,6.6270
1994-10-17,6.5390
1994-10-18,6.5405
1994-10-19,6.5455
1994-10-20,6.5380
1994-10-21,6.5250
1994-10-24,6.5155
1994-10-25,6.4930
1994-10-26,6.5025
1994-10-27,6.5105
1994-10-28,6.5620
1994-10-31,6.5415
1994-11-01,6.5270
1994-11-02,6.5635
1994-11-03,6.6505
1994-11-04,6.6375
1994-11-07,6.6120
1994-11-08,6.5840
1994-11-09,6.6785
1994-11-10,6.7140
1994-11-11,
1994-11-14,6.7305
1994-11-15,6.7690
1994-11-16,6.7955
1994-11-17,6.7720
1994-11-18,6.8165
1994-11-21,6.8215
1994-11-22,6.8110
1994-11-23,6.7945
1994-11-24,
1994-11-25,6.8355
1994-11-28,6.8295
1994-11-29,6.8280
1994-11-30,6.8240
1994-12-01,6.8475
1994-12-02,6.8610
1994-12-05,6.8465
1994-12-06,6.8615
1994-12-07,6.8540
1994-12-08,6.8715
1994-12-09,6.8740
1994-12-12,6.8665
1994-12-13,6.8635
1994-12-14,6.8610
1994-12-15,6.8535
1994-12-16,6.8615
1994-12-19,6.8675
1994-12-20,6.8680
1994-12-21,6.8580
1994-12-22,6.8880
1994-12-23,6.8980
1994-12-26,
1994-12-27,6.8810
1994-12-28,6.8620
1994-12-29,6.7705
1994-12-30,6.7640
1995-01-02,
1995-01-03,6.7850
1995-01-04,6.8110
1995-01-05,6.7745
1995-01-06,6.8105
1995-01-09,6.7505
1995-01-10,6.7490
1995-01-11,6.7350
1995-01-12,6.6985
1995-01-13,6.7245
1995-01-16,
1995-01-17,6.6935
1995-01-18,6.6940
1995-01-19,6.6615
1995-01-20,6.6240
1995-01-23,6.6180
1995-01-24,6.6170
1995-01-25,6.6370
1995-01-26,6.6295
1995-01-27,6.6435
1995-01-30,6.5985
1995-01-31,6.6800
1995-02-01,6.6735
1995-02-02,6.6515
1995-02-03,6.6845
1995-02-06,6.6990
1995-02-07,6.7190
1995-02-08,6.7075
1995-02-09,6.6885
1995-02-10,6.6640
1995-02-13,6.6645
1995-02-14,6.6365
1995-02-15,6.6155
1995-02-16,6.5455
1995-02-17,6.5480
1995-02-20,
1995-02-21,6.5010
1995-02-22,6.4795
1995-02-23,6.4790
1995-02-24,6.4775
1995-02-27,6.4655
1995-02-28,6.4500
1995-03-01,6.4725
1995-03-02,6.4550
1995-03-03,6.3575
1995-03-06,6.2375
1995-03-07,6.1775
1995-03-08,6.2180
1995-03-09,6.2110
1995-03-10,6.3120
1995-03-13,6.2835
1995-03-14,6.2870
1995-03-15,6.2175
1995-03-16,6.2635
1995-03-17,6.2220
1995-03-20,6.2655
1995-03-21,6.3125
1995-03-22,6.2765
1995-03-23,6.2725
1995-03-24,6.3235
1995-03-27,6.2560
1995-03-28,6.2160
1995-03-29,6.1990
1995-03-30,6.2740
1995-03-31,6.1695
1995-04-03,6.1705
1995-04-04,6.2055
1995-04-05,6.1860
1995-04-06,6.1780
1995-04-07,6.2085
1995-04-10,6.3030
1995-04-11,6.2730
1995-04-12,6.2940
1995-04-13,6.2235
1995-04-14,6.2255
1995-04-17,6.1340
1995-04-18,6.1420
1995-04-19,6.1275
1995-04-20,6.2250
1995-04-21,6.2040
1995-04-24,6.1935
1995-04-25,6.1655
1995-04-26,6.2090
1995-04-27,6.2010
1995-04-28,6.2315
1995-05-01,6.2425
1995-05-02,6.2220
1995-05-03,6.2005
1995-05-04,6.1765
1995-05-05,6.1910
1995-05-08,6.1455
1995-05-09,6.1845
1995-05-10,6.2435
1995-05-11,6.2980
1995-05-12,6.4395
1995-05-15,6.4190
1995-05-16,6.3830
1995-05-17,6.4090
1995-05-18,6.4715
1995-05-19,6.4075
1995-05-22,6.4165
1995-05-23,6.4450
1995-05-24,6.4005
1995-05-25,6.2365
1995-05-26,6.1505
1995-05-29,
1995-05-30,6.1905
1995-05-31,6.2825
1995-06-01,6.2925
1995-06-02,6.3010
1995-06-05,6.2395
1995-06-06,6.3140
1995-06-07,6.2590
1995-06-08,6.3230
1995-06-09,6.2425
1995-06-12,6.2390
1995-06-13,6.2580
1995-06-14,6.2330
1995-06-15,6.2815
1995-06-16,6.2415
1995-06-19,6.2545
1995-06-20,6.2145
1995-06-21,6.2020
1995-06-22,6.2345
1995-06-23,6.1855
1995-06-26,6.2060
1995-06-27,6.1595
1995-06-28,6.2415
1995-06-29,6.1625
1995-06-30,6.1655
1995-07-03,6.1565
1995-07-04,
1995-07-05,6.1515
1995-07-06,6.1555
1995-07-07,6.1940
1995-07-10,6.2075
1995-07-11,6.2395
1995-07-12,6.2315
1995-07-13,6.1890
1995-07-14,6.1865
1995-07-17,6.1950
1995-07-18,6.1710
1995-07-19,6.1685
1995-07-20,6.1415
1995-07-21,6.1380
1995-07-24,6.1535
1995-07-25,6.1930
1995-07-26,6.1600
1995-07-27,6.1335
1995-07-28,6.1155
1995-07-31,6.1390
1995-08-01,6.1265
1995-08-02,6.1795
1995-08-03,6.1385
1995-08-04,6.1460
1995-08-07,6.2020
1995-08-08,6.2180
1995-08-09,6.2050
1995-08-10,6.2550
1995-08-11,6.3015
1995-08-14,6.3210
1995-08-15,6.4605
1995-08-16,6.4485
1995-08-17,6.4585
1995-08-18,6.4415
1995-08-21,6.4350
1995-08-22,6.4790
1995-08-23,6.4635
1995-08-24,6.4465
1995-08-25,6.4655
1995-08-28,6.4120
1995-08-29,6.4365
1995-08-30,6.4470
1995-08-31,6.4205
1995-09-01,6.4105
1995-09-04,
1995-09-05,6.4005
1995-09-06,6.4640
1995-09-07,6.4490
1995-09-08,6.4545
1995-09-11,6.4280
1995-09-12,6.4275
1995-09-13,6.5080
1995-09-14,6.4895
1995-09-15,6.4915
1995-09-18,6.4920
1995-09-19,6.4895
1995-09-20,6.4225
1995-09-21,6.2999
1995-09-22,6.2415
1995-09-25,6.2960
1995-09-26,6.2800
1995-09-27,6.2910
1995-09-28,6.2670
1995-09-29,6.2840
1995-10-02,6.2750
1995-10-03,6.3245
1995-10-04,6.2945
1995-10-05,6.2785
1995-10-06,6.3000
1995-10-09,
1995-10-10,6.2655
1995-10-11,6.2695
1995-10-12,6.2480
1995-10-13,6.2795
1995-10-16,6.2540
1995-10-17,6.2335
1995-10-18,6.2575
1995-10-19,6.2155
1995-10-20,6.1820
1995-10-23,6.1585
1995-10-24,6.1550
1995-10-25,6.1710
1995-10-26,6.2265
1995-10-27,6.2015
1995-10-30,6.2145
1995-10-31,6.2295
1995-11-01,6.2385
1995-11-02,6.2585
1995-11-03,6.2450
1995-11-06,6.2500
1995-11-07,6.2505
1995-11-08,6.2500
1995-11-09,6.2305
1995-11-10,6.2400
1995-11-13,6.2600
1995-11-14,6.2385
1995-11-15,6.1935
1995-11-16,6.2245
1995-11-17,6.1945
1995-11-20,6.2225
1995-11-21,6.2255
1995-11-22,6.2065
1995-11-23,
1995-11-24,6.2590
1995-11-27,6.3290
1995-11-28,6.3120
1995-11-29,6.3240
1995-11-30,6.3725
1995-12-01,6.3610
1995-12-04,6.3430
1995-12-05,6.3305
1995-12-06,6.3660
1995-12-07,6.3560
1995-12-08,6.3650
1995-12-11,6.3791
1995-12-12,6.3950
1995-12-13,6.4160
1995-12-14,6.3640
1995-12-15,6.3720
1995-12-18,6.3325
1995-12-19,6.3535
1995-12-20,6.3700
1995-12-21,6.3610
1995-12-22,6.3540
1995-12-25,
1995-12-26,6.3300
1995-12-27,6.3168
1995-12-28,6.3720
1995-12-29,6.3210
1996-01-01,
1996-01-02,6.3350
1996-01-03,6.3520
1996-01-04,6.4020
1996-01-05,6.3525
1996-01-08,6.3525
1996-01-09,6.3450
1996-01-10,6.3450
1996-01-11,6.3375
1996-01-12,6.3290
1996-01-15,
1996-01-16,6.3970
1996-01-17,6.4300
1996-01-18,6.4395
1996-01-19,6.4835
1996-01-22,6.4720
1996-01-23,6.4925
1996-01-24,6.5060
1996-01-25,6.5190
1996-01-26,6.5330
1996-01-29,6.5100
1996-01-30,6.5250
1996-01-31,6.5190
1996-02-01,6.5240
1996-02-02,6.4950
1996-02-05,6.4125
1996-02-06,6.4410
1996-02-07,6.4475
1996-02-08,6.4430
1996-02-09,6.4560
1996-02-12,6.4320
1996-02-13,6.4505
1996-02-14,6.4178
1996-02-15,6.4230
1996-02-16,6.3820
1996-02-19,
1996-02-20,6.3530
1996-02-21,6.3580
1996-02-22,6.3438
1996-02-23,6.3160
1996-02-26,6.3280
1996-02-27,6.3900
1996-02-28,6.3870
1996-02-29,6.4060
1996-03-01,6.4340
1996-03-04,6.4250
1996-03-05,6.4200
1996-03-06,6.4260
1996-03-07,6.4310
1996-03-08,6.4700
1996-03-11,6.4405
1996-03-12,6.4250
1996-03-13,6.4200
1996-03-14,6.4200
1996-03-15,6.4228
1996-03-18,6.4290
1996-03-19,6.4190
1996-03-20,6.4070
1996-03-21,6.4220
1996-03-22,6.4225
1996-03-25,6.4280
1996-03-26,6.4260
1996-03-27,6.4630
1996-03-28,6.4150
1996-03-29,6.4150
1996-04-01,6.4300
1996-04-02,6.4200
1996-04-03,6.4070
1996-04-04,6.4160
1996-04-05,6.4220
1996-04-08,6.3960
1996-04-09,6.4550
1996-04-10,6.4833
1996-04-11,6.4943
1996-04-12,6.4920
1996-04-15,6.5130
1996-04-16,6.5135
1996-04-17,6.4945
1996-04-18,6.5045
1996-04-19,6.4990
1996-04-22,6.5180
1996-04-23,6.5320
1996-04-24,6.5400
1996-04-25,6.5680
1996-04-26,6.5650
1996-04-29,6.5460
1996-04-30,6.5740
1996-05-01,6.5890
1996-05-02,6.5755
1996-05-03,6.5660
1996-05-06,6.5630
1996-05-07,6.5500
1996-05-08,6.5235
1996-05-09,6.5300
1996-05-10,6.5610
1996-05-13,6.5795
1996-05-14,6.5870
1996-05-15,6.5800
1996-05-16,6.5840
1996-05-17,6.5625
1996-05-20,6.5840
1996-05-21,6.6130
1996-05-22,6.5930
1996-05-23,6.5970
1996-05-24,6.6065
1996-05-27,
1996-05-28,6.6160
1996-05-29,6.6030
1996-05-30,6.5585
1996-05-31,6.5230
1996-06-03,6.5340
1996-06-04,6.5470
1996-06-05,6.5400
1996-06-06,6.5530
1996-06-07,6.5610
1996-06-10,6.5610
1996-06-11,6.5690
1996-06-12,6.5640
1996-06-13,6.5610
1996-06-14,6.5395
1996-06-17,6.5175
1996-06-18,6.5080
1996-06-19,6.5130
1996-06-20,6.5190
1996-06-21,6.5520
1996-06-24,6.5490
1996-06-25,6.5350
1996-06-26,6.5310
1996-06-27,6.5020
1996-06-28,6.4955
1996-07-01,6.5020
1996-07-02,6.5070
1996-07-03,6.4950
1996-07-04,
1996-07-05,6.5330
1996-07-08,6.5330
1996-07-09,6.5240
1996-07-10,6.5280
1996-07-11,6.5000
1996-07-12,6.5050
1996-07-15,6.5060
1996-07-16,6.4090
1996-07-17,6.3950
1996-07-18,6.4060
1996-07-19,6.4000
1996-07-22,6.3830
1996-07-23,6.4050
1996-07-24,6.4040
1996-07-25,6.3643
1996-07-26,6.3905
1996-07-29,6.3798
1996-07-30,6.3840
1996-07-31,6.3700
1996-08-01,6.3600
1996-08-02,6.3860
1996-08-05,6.4080
1996-08-06,6.4070
1996-08-07,6.4170
1996-08-08,6.4110
1996-08-09,6.4000
1996-08-12,6.4040
1996-08-13,6.3930
1996-08-14,6.4280
1996-08-15,6.4200
1996-08-16,6.4475
1996-08-19,6.4330
1996-08-20,6.4295
1996-08-21,6.4310
1996-08-22,6.4560
1996-08-23,6.4380
1996-08-26,6.4060
1996-08-27,6.4185
1996-08-28,6.4040
1996-08-29,6.4270
1996-08-30,6.4120
1996-09-02,
1996-09-03,6.4195
1996-09-04,6.4130
1996-09-05,6.4075
1996-09-06,6.4055
1996-09-09,6.4145
1996-09-10,6.4710
1996-09-11,6.4710
1996-09-12,6.4940
1996-09-13,6.4880
1996-09-16,6.4660
1996-09-17,6.4805
1996-09-18,6.4660
1996-09-19,6.4800
1996-09-20,6.4725
1996-09-23,6.4615
1996-09-24,6.4660
1996-09-25,6.4527
1996-09-26,6.4945
1996-09-27,6.4950
1996-09-30,6.5070
1996-10-01,6.5060
1996-10-02,6.5050
1996-10-03,6.5010
1996-10-04,6.5110
1996-10-07,6.5100
1996-10-08,6.4950
1996-10-09,6.5030
1996-10-10,6.5090
1996-10-11,6.5100
1996-10-14,
1996-10-15,6.5330
1996-10-16,6.5240
1996-10-17,6.5430
1996-10-18,6.5280
1996-10-21,6.5080
1996-10-22,6.5010
1996-10-23,6.4610
1996-10-24,6.4550
1996-10-25,6.4210
1996-10-28,6.4160
1996-10-29,6.3920
1996-10-30,6.3740
1996-10-31,6.3770
1996-11-01,6.3768
1996-11-04,6.3640
1996-11-05,6.3850
1996-11-06,6.3835
1996-11-07,6.3430
1996-11-08,6.3212
1996-11-11,
1996-11-12,6.3100
1996-11-13,6.3160
1996-11-14,6.3290
1996-11-15,6.3307
1996-11-18,6.3370
1996-11-19,6.3375
1996-11-20,6.3000
1996-11-21,6.3200
1996-11-22,6.3450
1996-11-25,6.4050
1996-11-26,6.4190
1996-11-27,6.4130
1996-11-28,
1996-11-29,6.4172
1996-12-02,6.4325
1996-12-03,6.5220
1996-12-04,6.5210
1996-12-05,6.4860
1996-12-06,6.4690
1996-12-09,6.4980
1996-12-10,6.4850
1996-12-11,6.4380
1996-12-12,6.4660
1996-12-13,6.4680
1996-12-16,6.4740
1996-12-17,6.4505
1996-12-18,6.4750
1996-12-19,6.4820
1996-12-20,6.4550
1996-12-23,6.4707
1996-12-24,6.5653
1996-12-25,
1996-12-26,6.4653
1996-12-27,6.4505
1996-12-30,6.4550
1996-12-31,6.3750
1997-01-01,
1997-01-02,6.3810
1997-01-03,6.4460
1997-01-06,6.4665
1997-01-07,6.4590
1997-01-08,6.5022
1997-01-09,6.4385
1997-01-10,6.4020
1997-01-13,6.3750
1997-01-14,6.4026
1997-01-15,6.3540
1997-01-16,6.3420
1997-01-17,6.3490
1997-01-20,
1997-01-21,6.4740
1997-01-22,6.5129
1997-01-23,6.6140
1997-01-24,6.5673
1997-01-27,6.4905
1997-01-28,6.5435
1997-01-29,6.5460
1997-01-30,6.4800
1997-01-31,6.4915
1997-02-03,6.4885
1997-02-04,6.4536
1997-02-05,6.4575
1997-02-06,6.4780
1997-02-07,6.5610
1997-02-10,6.5620
1997-02-11,6.5815
1997-02-12,6.6130
1997-02-13,6.6555
1997-02-14,6.6900
1997-02-17,
1997-02-18,6.7420
1997-02-19,6.7460
1997-02-20,6.7750
1997-02-21,6.7410
1997-02-24,6.6490
1997-02-25,6.6640
1997-02-26,6.6970
1997-02-27,6.7327
1997-02-28,6.7268
1997-03-03,6.8447
1997-03-04,6.9730
1997-03-05,6.9495
1997-03-06,6.9355
1997-03-07,6.9350
1997-03-10,6.8275
1997-03-11,6.8130
1997-03-12,6.8015
1997-03-13,6.8500
1997-03-14,6.8384
1997-03-17,6.8525
1997-03-18,6.8050
1997-03-19,6.7680
1997-03-20,6.7750
1997-03-21,6.7025
1997-03-24,6.7150
1997-03-25,6.6799
1997-03-26,6.6920
1997-03-27,6.6297
1997-03-28,6.6380
1997-03-31,6.5950
1997-04-01,6.7240
1997-04-02,6.7940
1997-04-03,6.7850
1997-04-04,6.8330
1997-04-07,6.9638
1997-04-08,6.9391
1997-04-09,6.9760
1997-04-10,6.9600
1997-04-11,6.9820
1997-04-14,6.9705
1997-04-15,7.0250
1997-04-16,7.0580
1997-04-17,7.0900
1997-04-18,7.0580
1997-04-21,7.0750
1997-04-22,7.0947
1997-04-23,7.0481
1997-04-24,7.0700
1997-04-25,7.0810
1997-04-28,7.1010
1997-04-29,7.0990
1997-04-30,7.1240
1997-05-01,7.0880
1997-05-02,7.0980
1997-05-05,7.1650
1997-05-06,7.1360
1997-05-07,7.1220
1997-05-08,7.0730
1997-05-09,7.0420
1997-05-12,7.1030
1997-05-13,7.0260
1997-05-14,7.0450
1997-05-15,7.0700
1997-05-16,7.0520
1997-05-19,7.1230
1997-05-20,7.0520
1997-05-21,7.0260
1997-05-22,7.0550
1997-05-23,7.0510
1997-05-26,
1997-05-27,7.0800
1997-05-28,7.0680
1997-05-29,7.0830
1997-05-30,7.1150
1997-06-02,7.1670
1997-06-03,7.1335
1997-06-04,7.1525
1997-06-05,7.1660
1997-06-06,7.1881
1997-06-09,7.1090
1997-06-10,7.1580
1997-06-11,7.1650
1997-06-12,7.2025
1997-06-13,7.2712
1997-06-16,7.3180
1997-06-17,7.2530
1997-06-18,7.2575
1997-06-19,7.2475
1997-06-20,7.2640
1997-06-23,7.2465
1997-06-24,7.2545
1997-06-25,7.2580
1997-06-26,7.2600
1997-06-27,7.3030
1997-06-30,7.3283
1997-07-01,7.3050
1997-07-02,7.3530
1997-07-03,7.2925
1997-07-04,
1997-07-07,7.3060
1997-07-08,7.3650
1997-07-09,7.3400
1997-07-10,7.3415
1997-07-11,7.4100
1997-07-14,7.4660
1997-07-15,7.5580
1997-07-16,7.4715
1997-07-17,7.4050
1997-07-18,7.3953
1997-07-21,7.4174
1997-07-22,7.4980
1997-07-23,7.4830
1997-07-24,7.5500
1997-07-25,7.5760
1997-07-28,7.6311
1997-07-29,7.5900
1997-07-30,7.6100
1997-07-31,7.6350
1997-08-01,7.7115
1997-08-04,7.6990
1997-08-05,7.7564
1997-08-06,7.7330
1997-08-07,7.6840
1997-08-08,7.5690
1997-08-11,7.6475
1997-08-12,7.6770
1997-08-13,7.6120
1997-08-14,7.6405
1997-08-15,7.5884
1997-08-18,7.5950
1997-08-19,7.6680
1997-08-20,7.7270
1997-08-21,7.6875
1997-08-22,7.5810
1997-08-25,7.5975
1997-08-26,7.4920
1997-08-27,7.4975
1997-08-28,7.4285
1997-08-29,7.4780
1997-09-01,
1997-09-02,7.5860
1997-09-03,7.5025
1997-09-04,7.5040
1997-09-05,7.3948
1997-09-08,7.4468
1997-09-09,7.4535
1997-09-10,7.4140
1997-09-11,7.3160
1997-09-12,7.2925
1997-09-15,7.2630
1997-09-16,7.2950
1997-09-17,7.1910
1997-09-18,7.2255
1997-09-19,7.2175
1997-09-22,7.2855
1997-09-23,7.2515
1997-09-24,7.1944
1997-09-25,7.1537
1997-09-26,7.1343
1997-09-29,7.0900
1997-09-30,7.1055
1997-10-01,7.1360
1997-10-02,7.1063
1997-10-03,7.0220
1997-10-06,7.0560
1997-10-07,7.0335
1997-10-08,7.0760
1997-10-09,7.0395
1997-10-10,7.0240
1997-10-13,
1997-10-14,7.0700
1997-10-15,7.0595
1997-10-16,6.9900
1997-10-17,7.1100
1997-10-20,7.1040
1997-10-21,7.2274
1997-10-22,7.2475
1997-10-23,7.1400
1997-10-24,7.1265
1997-10-27,7.0960
1997-10-28,7.0510
1997-10-29,7.0633
1997-10-30,7.0190
1997-10-31,6.9780
1997-11-03,7.0699
1997-11-04,7.0335
1997-11-05,7.0327
1997-11-06,7.0080
1997-11-07,6.9370
1997-11-10,6.9640
1997-11-11,
1997-11-12,7.0520
1997-11-13,7.0400
1997-11-14,7.0650
1997-11-17,7.0600
1997-11-18,7.0225
1997-11-19,7.0501
1997-11-20,7.0600
1997-11-21,7.1009
1997-11-24,7.0640
1997-11-25,7.1090
1997-11-26,7.1980
1997-11-27,
1997-11-28,7.1925
1997-12-01,7.2530
1997-12-02,7.2090
1997-12-03,7.1570
1997-12-04,7.1700
1997-12-05,7.2205
1997-12-08,7.2222
1997-12-09,7.2587
1997-12-10,7.2536
1997-12-11,7.2117
1997-12-12,7.2690
1997-12-15,7.2840
1997-12-16,7.3100
1997-12-17,7.2286
1997-12-18,7.2533
1997-12-19,7.2650
1997-12-22,7.2950
1997-12-23,7.2893
1997-12-24,7.2725
1997-12-25,
1997-12-26,7.3005
1997-12-29,7.3441
1997-12-30,7.3444
1997-12-31,7.3740
1998-01-01,
1998-01-02,7.3716
1998-01-05,7.4561
1998-01-06,7.4625
1998-01-07,7.5041
1998-01-08,7.4887
1998-01-09,7.4671
1998-01-12,7.5200
1998-01-13,7.5390
1998-01-14,7.5310
1998-01-15,7.5422
1998-01-16,7.5575
1998-01-19,
1998-01-20,7.5920
1998-01-21,7.5423
1998-01-22,7.4720
1998-01-23,7.4029
1998-01-26,7.4630
1998-01-27,7.4300
1998-01-28,7.4925
1998-01-29,7.5800
1998-01-30,7.5996
1998-02-02,7.5280
1998-02-03,7.5450
1998-02-04,7.4890
1998-02-05,7.4505
1998-02-06,7.5196
1998-02-09,7.5690
1998-02-10,7.5505
1998-02-11,7.5685
1998-02-12,7.5216
1998-02-13,7.5799
1998-02-16,
1998-02-17,7.6175
1998-02-18,7.5900
1998-02-19,7.5997
1998-02-20,7.6005
1998-02-23,7.5155
1998-02-24,7.5256
1998-02-25,7.5900
1998-02-26,7.5678
1998-02-27,7.5780
1998-03-02,7.5750
1998-03-03,7.5445
1998-03-04,7.5535
1998-03-05,7.5930
1998-03-06,7.6225
1998-03-09,7.6045
1998-03-10,7.6045
1998-03-11,7.6214
1998-03-12,7.6130
1998-03-13,7.5645
1998-03-16,7.5935
1998-03-17,7.5800
1998-03-18,7.6200
1998-03-19,7.5984
1998-03-20,7.6146
1998-03-23,7.5490
1998-03-24,7.5645
1998-03-25,7.5676
1998-03-26,7.5180
1998-03-27,7.5180
1998-03-30,7.5880
1998-03-31,7.6255
1998-04-01,7.7050
1998-04-02,7.6680
1998-04-03,7.6550
1998-04-06,7.6580
1998-04-07,7.6505
1998-04-08,7.5669
1998-04-09,7.5500
1998-04-10,7.5615
1998-04-13,7.5610
1998-04-14,7.5000
1998-04-15,7.5030
1998-04-16,7.4950
1998-04-17,7.5110
1998-04-20,7.4790
1998-04-21,7.4177
1998-04-22,7.4380
1998-04-23,7.4894
1998-04-24,7.4500
1998-04-27,7.4480
1998-04-28,7.4670
1998-04-29,7.4600
1998-04-30,7.4600
1998-05-01,7.3905
1998-05-04,7.3986
1998-05-05,7.3570
1998-05-06,7.3375
1998-05-07,7.3645
1998-05-08,7.4125
1998-05-11,7.4420
1998-05-12,7.4220
1998-05-13,7.4620
1998-05-14,7.4760
1998-05-15,7.4980
1998-05-18,7.5250
1998-05-19,7.5130
1998-05-20,7.4925
1998-05-21,7.4410
1998-05-22,7.4190
1998-05-25,
1998-05-26,7.4700
1998-05-27,7.5740
1998-05-28,7.5500
1998-05-29,7.5327
1998-06-01,7.5230
1998-06-02,7.4955
1998-06-03,7.4572
1998-06-04,7.4305
1998-06-05,7.4520
1998-06-08,7.4660
1998-06-09,7.5150
1998-06-10,7.5930
1998-06-11,7.6390
1998-06-12,7.6440
1998-06-15,7.7055
1998-06-16,7.6405
1998-06-17,7.5790
1998-06-18,7.5855
1998-06-19,7.5580
1998-06-22,7.5895
1998-06-23,7.6020
1998-06-24,7.5820
1998-06-25,7.5995
1998-06-26,7.7050
1998-06-29,7.7000
1998-06-30,7.6650
1998-07-01,7.7200
1998-07-02,7.7760
1998-07-03,7.7690
1998-07-06,7.7050
1998-07-07,7.7100
1998-07-08,7.7170
1998-07-09,7.7740
1998-07-10,7.7090
1998-07-13,7.6590
1998-07-14,7.6710
1998-07-15,7.6310
1998-07-16,7.5680
1998-07-17,7.5240
1998-07-20,7.5100
1998-07-21,7.5720
1998-07-22,7.5660
1998-07-23,7.5750
1998-07-24,7.5340
1998-07-27,7.5450
1998-07-28,7.5155
1998-07-29,7.5260
1998-07-30,7.5320
1998-07-31,7.5570
1998-08-03,7.6090
1998-08-04,7.5895
1998-08-05,7.5580
1998-08-06,7.5580
1998-08-07,7.5990
1998-08-10,7.6080
1998-08-11,7.6035
1998-08-12,7.5590
1998-08-13,7.6055
1998-08-14,7.6560
1998-08-17,7.6635
1998-08-18,7.6960
1998-08-19,7.7020
1998-08-20,7.7440
1998-08-21,7.7290
1998-08-24,7.7920
1998-08-25,7.8655
1998-08-26,8.0045
1998-08-27,8.3200
1998-08-28,7.9545
1998-08-31,7.8050
1998-09-01,7.7400
1998-09-02,7.7200
1998-09-03,7.7280
1998-09-04,7.7150
1998-09-07,
1998-09-08,7.7270
1998-09-09,7.7150
1998-09-10,7.6130
1998-09-11,7.5260
1998-09-14,7.5780
1998-09-15,7.5365
1998-09-16,7.5188
1998-09-17,7.4900
1998-09-18,7.4805
1998-09-21,7.4775
1998-09-22,7.4985
1998-09-23,7.5195
1998-09-24,7.4610
1998-09-25,7.4080
1998-09-28,7.4250
1998-09-29,7.4060
1998-09-30,7.4020
1998-10-01,7.3710
1998-10-02,7.4660
1998-10-05,7.4815
1998-10-06,7.4300
1998-10-07,7.3335
1998-10-08,7.3350
1998-10-09,7.5000
1998-10-12,
1998-10-13,7.5350
1998-10-14,7.6079
1998-10-15,7.6580
1998-10-16,7.3920
1998-10-19,7.4455
1998-10-20,7.4650
1998-10-21,7.4100
1998-10-22,7.3885
1998-10-23,7.3130
1998-10-26,7.3320
1998-10-27,7.3820
1998-10-28,7.3960
1998-10-29,7.3990
1998-10-30,7.3770
1998-11-02,7.3305
1998-11-03,7.3850
1998-11-04,7.4255
1998-11-05,7.3435
1998-11-06,7.3705
1998-11-09,7.4777
1998-11-10,7.5000
1998-11-11,
1998-11-12,7.5490
1998-11-13,7.4870
1998-11-16,7.4480
1998-11-17,7.4250
1998-11-18,7.4415
1998-11-19,7.4800
1998-11-20,7.4680
1998-11-23,7.4925
1998-11-24,7.4970
1998-11-25,7.5070
1998-11-26,
1998-11-27,7.5545
1998-11-30,7.4850
1998-12-01,7.4425
1998-12-02,7.4325
1998-12-03,7.4275
1998-12-04,7.4475
1998-12-07,7.4870
1998-12-08,7.5260
1998-12-09,7.5560
1998-12-10,7.5600
1998-12-11,7.6650
1998-12-14,7.7670
1998-12-15,7.8120
1998-12-16,7.6635
1998-12-17,7.6970
1998-12-18,7.7255
1998-12-21,7.6900
1998-12-22,7.6760
1998-12-23,7.6625
1998-12-24,7.6380
1998-12-25,
1998-12-28,7.6550
1998-12-29,7.6010
1998-12-30,7.5980
1998-12-31,7.5800
1999-01-01,
1999-01-04,7.4960
1999-01-05,7.4340
1999-01-06,7.4355
1999-01-07,7.4050
1999-01-08,7.3970
1999-01-11,7.4200
1999-01-12,7.4218
1999-01-13,7.4725
1999-01-14,7.4720
