Date,SPY,BND,GLD,TLT,VTI,QQQ,XLE,VIX,SHV,VIXTERM
2010-10-28,89.7838980729,52.2942467026,131.24,63.7298966306,46.2278178003,45.6955389485,17.586147752,20.88,88.3048402697,-1.9300003051757812
2010-10-29,89.8521459684,52.3892695615,132.62,64.3256228731,46.2888043673,45.5906925877,17.5980302843,21.2,88.3048402697,-1.75
2010-11-01,89.8824783664,52.3880596038,131.92,64.0498048256,46.2964276882,45.6256413746,17.6188247158,21.83,88.2800799866,-1.460000991821289
2010-11-02,90.5952897194,52.4769928928,132.49,64.8916353094,46.6623470903,46.114924392,17.8126585233,21.57,88.2961032337,-1.4500007629394531
2010-11-03,90.9592784953,52.5341642929,131.57,63.5678408082,46.8529301123,46.3246171138,17.8505340949,19.56,88.3281497279,-2.09000015258789
2010-11-04,92.7109744797,52.6993261153,136.03,64.0626571994,47.7677286175,46.8925349019,18.4179250106,18.52,88.3281497279,-2.049999237060547
2010-11-05,93.0597970567,52.4769928928,136.38,62.9637792396,47.9811816021,46.8925349019,18.5100146356,18.26,88.3041148573,-2.3999996185302734
2010-11-08,92.8853857682,52.4896976484,137.78,63.2465314632,47.9201950351,46.9515109799,18.5664566639,18.29,88.3041148573,-2.4399986267089844
2010-11-09,92.2180730122,52.2228977813,135.59,61.852048906,47.5466523121,46.7003165736,18.5308090671,19.08,88.2961032337,-2.450000762939453
2010-11-10,92.5896448877,52.203840648,137.24,61.9355893357,47.7524819758,46.9318522872,18.7692023707,18.47,88.2961032337,-2.8100013732910156
2010-11-11,92.2408223107,52.2228977813,137.66,61.9034584012,47.6228855209,46.6435247948,18.976404027,18.64,88.2880916102,-2.8299999237060547
2010-11-12,91.1488559828,51.9878598032,133.69,61.5692966825,47.0206431716,45.8790200801,18.6971645188,20.61,88.2961032337,-2.3199996948242188
2010-11-15,91.0199432913,51.7401170696,132.42,60.2840593026,46.9520332837,45.7086447436,18.6021042607,20.2,88.2961032337,-2.6099987030029297
2010-11-16,89.6019036849,51.9116312698,130.968,61.7800756128,46.2049478377,44.9528772257,18.254540192,22.58,88.2961032337,-1.5
2010-11-17,89.6474022819,51.9243360254,130.38,61.4407729445,46.2811810465,45.0839351768,18.3288060186,21.76,88.3041148573,-2.0699996948242188
2010-11-18,90.9668615948,51.9243360254,132.088,61.6913942336,46.9329749815,45.8091225062,18.7328121156,18.75,88.2961032337,-3.680000305175781
2010-11-19,91.2171038783,51.937040781,132.2,62.0705392606,47.119746343,45.8440712931,18.8902556681,18.04,88.3121264808,-3.3599987030029297
2010-11-22,91.1412728833,52.0894978478,133.48,62.3340129235,47.1273696638,46.2285079497,18.8314371334,18.37,88.3201381044,-2.959999084472656
2010-11-23,89.8218135704,52.1022026034,134.41,62.6424698947,46.4565174266,45.4945834235,18.4630786332,20.63,88.2880916102,-1.960000991821289
2010-11-24,91.1488559828,51.8544598697,134.18,61.5243133742,47.2036028726,46.4119890812,18.7959380683,19.56,88.2961032337,-2.25
2010-11-26,90.0872220529,51.9751550477,133.11,62.3789962318,46.8834233958,46.1061871953,18.569427297,22.22,88.2961032337,0.4099998474121094
2010-11-29,90.3602136349,52.0132693144,133.508,62.9123697444,46.8148135079,46.0712384083,18.6941938858,21.53,88.2800799866,-1.8199996948242188
2010-11-30,89.8521459684,52.0323264477,135.42,63.2401052763,46.5251273145,45.5076892186,18.6288399583,23.54,88.3041148573,-1.6499996185302734
2010-12-01,91.7630870423,51.7145030119,135.38,61.8416217752,47.5237823495,46.4731494584,19.1813777086,21.36,88.2876077081,-2.6299991607666016
2010-12-02,92.9384674647,51.6699160527,135.2,61.6778182845,48.1336480197,46.9449580823,19.466558483,19.39,88.3036323215,-2.6000003814697266
2010-12-03,93.1887097482,51.7527204054,138.07,61.1941465602,48.2861144372,47.0672788367,19.5527068419,18.01,88.3116446282,-2.989999771118164
2010-12-06,93.0901294547,51.9246986763,139.11,62.0583067077,48.2708677955,47.0454358448,19.6180607693,18.02,88.319656935,-3.020000457763672
2010-12-07,93.1432111512,51.5488943066,136.5,60.7298217049,48.3242310416,47.0760160334,19.5437949427,17.99,88.319656935,-2.979999542236328
2010-12-08,93.4844506286,51.2813725519,134.79,60.1429666794,48.4614508174,47.2507599682,19.4517053176,17.74,88.319656935,-2.6399993896484375
2010-12-09,93.8484394046,51.325959511,135.37,60.4396186703,48.6367871976,47.2988145503,19.4962648136,17.25,88.319656935,-2.729999542236328
2010-12-10,94.3944225686,51.1603508057,135.408,60.0720281598,48.9493433535,47.6133536329,19.5764719064,17.61,88.3036323215,-2.229999542236328
2010-12-13,94.4550873646,51.294111683,136.05,60.2977416312,48.9645899953,47.4429782965,19.7428273581,17.55,88.3036323215,-2.90999984741211
2010-12-14,94.5385014591,50.969263838,136.18,59.4174590929,48.979836637,47.5259816655,19.6507377331,17.61,88.319656935,-2.779998779296875
2010-12-15,94.1062647876,50.8100246983,134.7,58.6468088122,48.7663836525,47.3206575421,19.5437949427,17.94,88.319656935,-2.799999237060547
2010-12-16,94.6522479515,50.9246768789,133.81,59.0530930606,49.0568321779,47.6876198052,19.6537083661,17.39,88.319656935,-3.4300003051757812
2010-12-17,94.7529211805,51.2367855927,134.2,60.1300687667,49.1513613568,47.7298379398,19.6605140865,16.11,88.3036323215,-4.180000305175781
2010-12-20,94.9816088422,51.2686334207,135.11,60.0655792035,49.2771461513,47.7648561628,19.7888191564,16.41,88.3276692417,-3.690000534057617
2010-12-21,95.5838196848,51.325959511,135.32,60.4847613646,49.5744556655,48.0537565025,19.9887363584,16.49,88.3276692417,-3.4200000762939453
2010-12-22,95.8811136451,51.2686334207,135.05,60.0526812908,49.7619893591,48.0493792246,20.0573646516,15.45,88.3036323215,-4.119999885559082
2010-12-23,95.743901048,51.2113073304,134.66,59.9301511207,49.6930138617,47.9241890774,20.1140575895,16.47,88.2956200148,-3.970001220703125
2010-12-27,95.7820156583,51.3532403604,135.02,60.4654144956,49.7236696383,47.9487018335,20.0424454574,17.67,88.2956200148,-3.3700008392333984
2010-12-28,95.9192282554,51.0196111127,137.22,59.2855134465,49.7696533032,47.8611562761,20.1170414283,17.52,88.3358890671,-3.65999984741211
2010-12-29,95.9878345539,51.321160625,137.71,60.2885976714,49.8462927447,47.966210945,20.3169586303,17.28,88.331882541,-3.559999465942383
2010-12-30,95.8353761127,51.3275765721,137.03,60.2432970935,49.7849811915,47.8524017203,20.3348616633,17.52,88.3278760148,-3.489999771118164
2010-12-31,95.8582448789,51.500807143,138.72,60.9098627397,49.7619893591,47.6773106053,20.3647000517,17.75,88.3358890671,-3.1499996185302734
2011-01-03,96.8492247464,51.4366476723,138.0,60.4503854496,50.275473617,48.4214478439,20.5168758323,17.61,88.3278760148,-3.010000228881836
2011-01-04,96.795864292,51.4430636194,134.75,60.521572072,50.1758423431,48.3820523431,20.340829341,17.38,88.3358890671,-3.230001449584961
2011-01-05,97.2989771479,51.2185054719,134.37,59.1884407796,50.4517443325,48.7978937411,20.4213929895,17.02,88.3358890671,-3.029998779296875
2011-01-06,97.1084040964,51.2634171014,133.83,59.4473012247,50.3367851702,48.9554757446,20.2274434652,17.4,88.3358890671,-2.950000762939453
2011-01-07,96.917831045,51.4574995003,133.58,59.76440527,50.221826008,48.9117029659,20.3736515682,17.14,88.3358890671,-3.1500015258789062
2011-01-10,96.795864292,51.5777985079,134.12,60.0879808264,50.2601457287,49.0955486366,20.2930879196,17.54,88.3038368577,-2.9399986267089844
2011-01-11,97.1388957846,51.4751433548,134.91,59.7514622478,50.4594082766,49.1655850826,20.630261708,16.89,88.3038368577,-3.25
2011-01-12,98.0155318213,51.4430636194,135.46,59.2855134465,50.9115809814,49.5113900346,20.9137263974,16.24,88.3118499101,-2.989999771118164
2011-01-13,97.8554504581,51.6034622962,134.05,59.816177359,50.8349415399,49.5288991461,20.8555415401,16.39,88.3038368577,-2.8100013732910156
2011-01-14,98.5643822095,51.5328868784,132.69,59.4311224469,51.1644911383,49.9009677654,21.0808213722,15.46,88.3038368577,-2.910000801086426
2011-01-18,98.7320864948,51.4815593018,133.43,59.156083224,51.2947781889,50.0410406574,21.2121102809,15.87,88.3038368577,-2.5099992752075195
2011-01-19,97.7639753934,51.5457187725,133.72,59.5832029584,50.6816626569,49.4719945337,20.9555001411,17.31,88.3118499101,-2.3299999237060547
2011-01-20,97.6343857184,51.3532403604,131.2,58.7613210451,50.528383774,49.1218123038,20.8063081993,17.99,88.3118499101,-1.9099998474121096
2011-01-21,97.8554504581,51.4558955135,131.03,59.2272698464,50.6126871596,48.7453664066,20.9167102362,18.47,88.3038368577,-1.5
2011-01-24,98.4119237683,51.4494795665,130.36,59.2531558909,50.8962530931,49.4194671993,20.9942900459,17.65,88.3198629624,-1.9300003051757812
2011-01-25,98.4652842227,51.584214455,130.1,59.816177359,50.9269088697,49.4916922842,20.9338673095,17.59,88.3038368577,-1.75
2011-01-26,98.8464303256,51.404567937,131.16,58.9101658011,51.2181387474,49.7521403177,21.4358981936,16.64,88.3118499101,-2.1800003051757812
2011-01-27,99.0903638315,51.5072230901,127.925,59.1754977573,51.3714176303,50.0585497689,21.3105769625,16.15,88.3118499101,-2.3299999237060547
2011-01-28,97.3599605243,51.6162941903,130.28,59.4861302915,50.4517443325,48.7891391854,21.2180779586,20.04,88.3198629624,-0.5499992370605469
2011-01-31,98.0917610419,51.5457187725,129.87,59.0331245125,50.7812939309,49.0255121906,21.826781081,19.53,88.3198629624,-0.6199989318847656
2011-02-01,99.6620829858,51.4463671905,130.8,58.7418754485,51.6166638431,49.9447405442,22.1818579024,17.63,88.3358674319,-1.3400001525878906
2011-02-02,99.4715099344,51.3884610744,130.45,58.7548642546,51.5553522899,49.8615722645,22.1639548694,17.3,88.3198398772,-1.7900009155273438
2011-02-03,99.6925746741,51.214742726,132.2,58.267784027,51.6703114521,49.951306461,22.1758902247,16.69,88.3358674319,-2.229999542236328
2011-02-04,99.9746227902,51.0410243775,131.66,57.6767933508,51.815926391,50.229263606,22.1191972869,15.93,88.3118260999,-2.3999996185302734
2011-02-07,100.599702399,51.0474583904,131.68,57.9755358904,52.1608038777,50.4700138891,22.2475023568,16.28,88.3278536546,-1.979999542236328
2011-02-08,101.0570777224,50.8866080678,133.14,57.4429948416,52.4213779787,50.7983097296,22.1721604262,15.81,88.3278536546,-2.0399999618530273
2011-02-09,100.8283900607,51.008854313,133.07,57.9430638752,52.2872589561,50.71514145,21.8924255354,15.87,88.3358674319,-1.9900007247924805
2011-02-10,100.866504671,50.8480039904,132.85,57.2741403627,52.3447385373,50.7948079073,22.116213448,16.09,88.3358674319,-2.010000228881836
2011-02-11,101.4687155136,51.0217223388,132.3225,58.0989295481,52.689616024,51.1616237932,22.1132296092,15.69,88.3278536546,-2.1700010299682617
2011-02-14,101.7126490194,51.0796284549,132.95,58.1385454066,52.8275670186,51.2841875736,22.5995953394,15.95,88.3358674319,-1.9900007247924805
2011-02-15,101.392486293,51.1504025969,133.97,58.3976720876,52.6589602474,51.2141511277,22.3638720714,16.37,88.3198398772,-1.8999996185302737
2011-02-16,102.0328117459,51.1697046356,134.1,58.2093343996,53.0038377341,51.5476997017,22.6622559549,16.72,88.3358674319,-1.6000003814697266
2011-02-17,102.3377286282,51.2469127905,135.04,58.3002560421,53.1954363378,51.5293151346,22.8860438676,16.59,88.3438812092,-2.039999008178711
2011-02-18,102.5511704458,51.2469127905,135.41,58.1184127572,53.2950676117,51.4155059099,22.9815267103,16.43,88.3198398772,-2.469999313354492
2011-02-22,100.4929814901,51.4399331776,136.29,58.9886627638,52.1531399335,49.9272314327,22.7577387976,20.8,88.3278536546,-0.5200004577636719
2011-02-23,99.8755248035,51.4334991647,137.51,59.2029780639,51.716295117,49.5157673125,23.2202338171,22.13,88.3118260999,-0.3400001525878906
2011-02-24,99.8069185049,51.484971268,136.48,59.57965344,51.7239590612,49.7740267071,22.8920115452,21.32,88.3198398772,-0.9400005340576172
2011-02-25,100.874127593,51.6265195519,137.384,59.9303512038,52.3734783278,50.4700138891,23.2560398832,19.22,88.3358674319,-1.3500003814697266
2011-02-28,101.4992072018,51.6972936938,137.661,60.0082840402,52.6589602474,50.5741055569,23.4350702133,18.35,88.3278536546,-1.6499996185302734
2011-03-01,99.8069185049,51.672533682,140.03,60.1816099156,51.7699427261,49.7608948734,22.9964459045,21.01,88.3191474869,-0.8899993896484375
2011-03-02,100.0203603226,51.5693176347,139.917,59.256440639,51.8772379442,50.0235315459,23.1277348132,20.7,88.3191474869,-0.979999542236328
2011-03-03,101.7431407077,51.3628855401,138.09,58.676581022,52.8199030745,51.0084190676,23.5245853783,18.6,88.3191474869,-1.8400001525878904
2011-03-04,100.9808485019,51.5370626199,139.35,59.1652267667,52.4673616436,50.7479710341,23.3753934366,19.06,88.3191474869,-1.739999771118164
2011-03-07,100.1880646078,51.5306116169,139.721,58.7873407241,51.9921971064,50.0673043246,23.2112823006,20.66,88.3191474869,-1.1900005340576172
2011-03-08,101.0647006445,51.4854545962,139.36,58.4290005114,52.4596976995,50.2686591068,23.0203166152,19.82,88.3191474869,-1.6300010681152344
2011-03-09,100.9198651254,51.5757686376,139.41,58.9958295752,52.383058258,49.9272314327,22.861874773,20.22,88.3512052537,-1.6000003814697266
2011-03-10,99.0522492212,51.814455747,137.77,59.9894092561,51.3790815745,49.1480759711,22.0296821218,21.88,88.3592196954,-0.8800010681152344
2011-03-11,99.7383122064,51.82090675,138.22,59.6473572348,51.7239590612,49.4544854222,22.4116134927,20.08,88.3512052537,-1.7900009155273438
2011-03-14,99.1361013638,51.8725147736,138.86,59.6212961284,51.4097373511,49.2793943073,22.533950885,21.13,88.3592196954,-1.3600006103515625
2011-03-15,98.0002859772,51.9047697884,136.27,60.513889022,50.8655973165,48.5790298474,22.3638720714,24.32,88.3471980328,0.2899990081787109
2011-03-16,96.1860305274,52.1499079008,136.24,61.1979930646,49.9842437394,47.4059193771,22.0058114111,29.4,88.3351763703,2.489999771118164
2011-03-17,97.4590585111,52.0725603753,136.97,60.7288931497,50.5590395506,47.8436471646,22.6771751491,26.37,88.3351763703,0.9300003051757812
2011-03-18,97.8122437359,52.0660448623,138.37,60.8917750646,50.7966218192,47.7358523196,22.571219032,24.44,88.3592196954,0.1000003814697265
2011-03-21,99.3281191476,51.9176717943,139.14,60.5334348518,51.5936720107,48.6563783974,23.2568284177,20.61,88.3512052537,-1.3400001525878906
2011-03-22,98.9836020085,51.8983187855,139.05,60.7354084263,51.4250652394,48.5643257896,23.2059316511,20.21,88.3351763703,-1.4900016784667969
2011-03-23,99.2668716562,51.8789657766,140.34,60.6572251071,51.5476883458,48.840483613,23.2658102,19.17,88.3592196954,-1.760000228881836
2011-03-24,100.2162077726,51.7951027382,139.22,60.2011557454,52.0381807713,49.7084082006,23.3496401686,18.0,88.343190812,-2.0799999237060547
2011-03-25,100.5224452295,51.7241417056,139.26,60.0513043837,52.2244146141,49.831145011,23.55921509,17.91,88.3512052537,-2.1200008392333984
2011-03-28,100.277455264,51.6789846849,138.54,60.1360029795,52.1012801264,49.5593706452,23.5023304684,19.44,88.3512052537,-1.420000076293945
2011-03-29,100.9511776692,51.5886706435,138.21,59.6734183412,52.4860754006,50.0415509716,23.7897475035,18.16,88.3351763703,-1.8099994659423828
2011-03-30,101.6478678836,51.6789846849,138.67,60.1490335327,52.8785665803,50.2782576773,23.9544135131,17.71,88.3351763703,-2.040000915527344
2011-03-31,101.510061028,51.6209256583,139.86,60.0252432773,52.8785665803,50.3483929975,23.8765713995,17.74,88.343190812,-2.1000003814697266
2011-04-01,101.9387934677,51.6840267888,139.2,60.3157099446,53.1325314612,50.3746937426,23.9484256582,17.4,88.3670225558,-2.190000534057617
2011-04-04,102.0230087683,51.7487207766,139.84,60.3811353812,53.1787068941,50.2081223571,23.9633952955,17.5,88.3590074064,-1.8899993896484375
2011-04-05,102.0076968955,51.6322715987,142.05,60.139061266,53.2094905161,50.0766186317,24.0352495542,17.25,88.334961958,-2.1499996185302734
2011-04-06,102.3292462252,51.5558033052,142.38,59.2361902418,53.3480168148,50.1993554421,23.7837596486,16.9,88.3429771075,-2.479999542236328
2011-04-07,102.0689443869,51.5417000159,142.51,59.118424456,53.1940987051,50.164287782,23.7837596486,17.11,88.3670225558,-2.3899993896484375
2011-04-08,101.7167713114,51.509353022,143.66,58.8043823606,52.9709174461,49.9275810763,23.8675896171,17.87,88.3590074064,-2.1799983978271484
2011-04-11,101.4105338545,51.5158224208,142.64,58.8567227098,52.778519809,49.7610096908,23.3967945259,16.59,88.3509922569,-3.4200000762939453
2011-04-12,100.6525961487,51.6969655864,141.61,59.4913494443,52.3321572909,49.4191000047,22.6730125653,17.09,88.3750377052,-3.239999771118164
2011-04-13,100.6449402122,51.794006568,141.9,59.8642744325,52.3629409128,49.839911926,22.7658243162,16.92,88.3750377052,-3.0699996948242188
2011-04-14,100.7214995765,51.7681289729,143.81,59.818476627,52.3937245348,49.7522427757,22.9215085435,16.27,88.3830528547,-3.689998626708984
2011-04-15,101.0889845248,51.9298639422,145.05,60.62975204,52.6476894157,49.6645736255,23.1101259727,15.32,88.3670225558,-3.8500003814697266
2011-04-18,99.9559059342,51.9880885311,145.93,60.7671454568,52.0166251661,49.3138970244,22.7658243162,16.96,88.3750377052,-2.960000991821289
2011-04-19,100.5301011659,52.0721907152,145.93,61.0288472029,52.3167654799,49.6207390503,22.9963567297,15.83,88.3910680041,-3.3500003814697266
2011-04-20,101.9005137856,52.0010273287,146.5,60.6362945837,53.0786601228,50.7385207162,23.5382575978,15.07,88.3830528547,-3.40999984741211
2011-04-21,102.4211174623,52.0398437213,146.74,60.5839542344,53.3403209093,51.146182265,23.646038986,14.69,88.3990831535,-3.660000801086426
2011-04-25,102.3139343524,52.0721907152,146.87,60.8129432623,53.2864495709,51.2776859904,23.5232879606,15.77,88.3590074064,-2.779998779296875
2011-04-26,103.194367041,52.2339256845,146.38,61.4017721912,53.7558998054,51.5669941862,23.7568143015,15.62,88.3670225558,-2.65000057220459
2011-04-27,103.8680894462,52.2080480894,149.2,60.7736880004,54.1098344986,51.9176707873,23.7448385917,15.35,88.3910680041,-2.549999237060547
2011-04-28,104.2049506488,52.305089071,149.82,61.2382085998,54.2715254728,51.8387685521,23.7418446643,14.62,88.3670225558,-2.90000057220459
2011-04-29,104.4499406143,52.3762524574,152.37,61.4279423658,54.4100517716,51.7949339769,24.0948287104,14.75,88.3910680041,-2.75
2011-05-02,104.2891659494,52.3908493619,150.414,61.5261426748,54.3177009058,51.6984979116,23.7747778662,15.99,88.3743243569,-2.3999996185302734
2011-05-03,103.9140250647,52.4492344095,149.88,61.8743790654,54.0175605919,51.4530242909,23.178986304,16.7,88.3903559804,-2.40999984741211
2011-05-04,103.2249907867,52.5141066846,147.73,62.1503399787,53.6173735067,51.3741220557,22.7688182436,17.08,88.3983717921,-2.3600006103515625
2011-05-05,102.2909665431,52.6308767797,143.47,62.741684793,53.1864027996,51.0935807748,22.2957777068,18.2,88.3903559804,-1.6399993896484375
2011-05-06,102.7426667921,52.6698001448,145.3,62.4657238796,53.4172799641,51.2601521603,22.3945773126,18.4,88.3983717921,-1.510000228881836
2011-05-09,103.140775486,52.7152107373,147.38,62.4000189003,53.702028467,51.4530242909,22.7867818083,17.16,88.3582927335,-2.040000915527344
2011-05-10,104.0212081746,52.5789789597,147.9,61.9532250406,54.179174607,51.8913700422,22.8945631965,15.91,88.3823401687,-2.460000991821289
2011-05-11,102.9264092662,52.6438512347,146.54,62.3080319292,53.6250694122,51.5100092386,22.2329052304,16.95,88.3582927335,-2.0999984741210938
2011-05-12,103.4163891973,52.5926021374,146.59,61.913802053,53.8790342932,51.821234722,22.1999720285,16.03,88.3663085452,-2.40999984741211
2011-05-13,102.6201718093,52.6698001448,145.63,62.4722943776,53.3864963422,51.2075506701,22.0921906403,17.07,88.3983717921,-2.0
2011-05-16,101.9694172134,52.7930574674,145.37,62.8205307682,53.017092879,50.321215561,21.9245307032,18.24,88.3582927335,-1.6300010681152344
2011-05-17,101.9541053405,52.8773914251,144.74,63.4644395659,52.9709174461,50.4623628929,21.9245307032,17.55,88.3903559804,-1.9000015258789065
2011-05-18,102.8651617748,52.7281851924,145.6,62.6234158301,53.478847208,50.8831748142,22.3676319656,16.23,88.3743243569,-2.3000011444091797
2011-05-19,103.1101517403,52.7087235098,145.65,62.5971338384,53.6096776012,51.0322123696,22.370625893,15.52,88.3743243569,-2.6499996185302734
2011-05-20,102.2909665431,52.7541341024,147.49,62.629986328,53.2094905161,50.6420846509,22.343680546,17.43,88.3582927335,-1.6199989318847656
2011-05-23,101.1042963976,52.7865702399,147.83,62.9322292331,52.5322508335,49.9012803312,21.996384962,18.27,88.3823401687,-1.520000457763672
2011-05-24,101.020081097,52.8190063775,148.59,63.1687671588,52.4783794951,49.5944383053,22.3077534166,17.82,88.3663085452,-1.3500003814697266
2011-05-25,101.3569422996,52.83846806,148.58,62.8730947517,52.6938648486,49.7873104358,22.6849882751,17.07,88.3823401687,-1.8000011444091797
2011-05-26,101.8239544213,52.9098275626,148.22,63.4118755825,53.0093969735,50.095467499,22.7987575181,16.09,88.3743243569,-2.1000003814697266
2011-05-27,102.2144071789,52.9292892451,149.7,63.3855935907,53.255665949,50.3483929975,22.8556421396,15.98,88.3903559804,-2.1499996185302734
2011-05-31,103.2785823416,52.9941615202,149.64,63.5301445453,53.8328588603,51.163716095,23.0861745531,15.45,88.3823401687,-2.109999656677246
2011-06-01,100.9588336056,53.2497128735,149.91,64.3856233766,52.6092098883,50.0503178866,22.5352919027,18.3,88.381242804,-1.0600013732910156
2011-06-02,100.8516504957,53.0350487488,149.5,63.1591049469,52.509163117,50.155520867,22.5263101203,18.09,88.381242804,-1.229999542236328
2011-06-03,99.8487228243,53.1261183774,150.22,63.5217851277,51.9704497331,49.4015661747,22.5322979752,17.95,88.381242804,-1.519998550415039
2011-06-06,98.792203598,53.0935935101,150.48,63.0404096149,51.3701691054,48.9982880835,22.023330309,18.49,88.3652099255,-1.4699993133544922
2011-06-07,98.7309561066,53.1586432448,150.42,63.3305537596,51.3470813889,48.9106189332,22.023330309,18.07,88.3652099255,-1.4300003051757812
2011-06-08,98.3175355398,53.2627228204,149.81,63.8251176426,51.077724697,48.5599423321,22.0891967129,18.79,88.3571934863,-1.1599998474121094
2011-06-09,99.0678173092,53.1391283244,150.56,63.5679444234,51.4394322548,48.6432280249,22.3885894577,17.77,88.3571934863,-1.489999771118164
2011-06-10,97.6897487531,53.2041780591,149.24,64.0559141213,50.7083212338,47.9024237051,21.9544699777,18.86,88.3652099255,-1.25
2011-06-13,97.7663081173,53.1521382713,147.77,63.7327990511,50.7006253283,47.9024237051,21.6071743937,19.61,88.349177047,-0.8299999237060547
2011-06-14,99.0065698178,52.9309691732,148.67,62.7700480256,51.4009527273,48.516107757,22.0682392207,18.26,88.3571934863,-1.170000076293945
2011-06-15,97.2457044406,53.1456332979,149.12,63.910842049,50.4851399747,47.5955816792,21.562265482,21.32,88.3652099255,-0.0599994659423828
2011-06-16,97.4600706604,53.1781581652,148.97,64.2009861936,50.5697949351,47.4114764636,21.5951986839,22.73,88.3732263648,0.1199989318847656
2011-06-17,97.7491741316,53.2301979531,149.94,63.8976536788,50.7314089502,47.2631314945,21.541179251,21.85,88.3732263648,-0.5900001525878906
2011-06-20,98.2492682929,53.1651482183,150.03,63.9767839,50.9699820202,47.509156347,21.5997763069,19.99,88.381242804,-1.229999542236328
2011-06-21,99.59567565,53.1781581652,150.76,63.6932339405,51.7472684741,48.5284021647,22.0294880504,18.86,88.3892592433,-1.6399993896484375
2011-06-22,98.9955626566,53.1911681122,150.99,63.7327990511,51.4625199712,48.1778167498,21.9663835286,18.52,88.3892592433,-2.1999988555908203
2011-06-23,98.7108936725,53.3212675817,148.339,64.220768749,51.3778650109,48.6250547854,21.7259853504,19.29,88.3892592433,-1.6399993896484375
2011-06-24,97.5645239798,53.3733073695,146.26,63.9504071596,50.7952849657,47.7815410052,21.3143034704,21.1,88.3732263648,-0.8199996948242188
2011-06-27,98.4339184447,53.2171880061,145.73,63.0733805405,51.2281114962,48.5415820675,21.428492605,20.56,88.3652099255,-0.9400005340576172
2011-06-28,99.7187757513,53.0220388018,146.24,62.5656282873,51.9391836534,49.2664767224,22.0535278682,19.17,88.3732263648,-1.3500003814697266
2011-06-29,100.5727827035,52.9049492793,147.18,62.1501946256,52.3951973194,49.4685685655,22.3119559097,17.27,88.3892592433,-2.1499996185302734
2011-06-30,101.5345022444,52.7943647302,146.001,62.051281849,52.8666690757,50.1275637063,22.6425034046,16.52,88.3972756826,-2.3899993896484375
2011-07-01,103.0347847281,52.8185879504,144.93,61.9521442107,53.624115504,50.8832114677,22.8558567877,15.87,88.3955160741,-2.060000419616699
2011-07-05,102.9501534085,52.9946933931,147.63,62.0910948706,53.6163864588,51.1380229221,22.9970907174,16.06,88.3955160741,-2.0500011444091797
2011-07-06,103.0732535097,53.0273055121,148.91,62.4086963789,53.7245930914,51.3049683577,22.9550210362,16.34,88.4035330809,-2.0699996948242188
2011-07-07,104.1426856392,52.9164243074,149.15,62.2234288324,54.3042714804,52.0078965079,23.3005934173,15.95,88.3874990674,-1.8200006484985352
2011-07-08,103.4040850318,53.1903661071,150.25,63.1034496783,53.9178192211,51.8673108778,23.1052698976,15.95,88.3794820607,-2.0099992752075195
2011-07-11,101.5345022444,53.3469042784,151.59,64.049637505,52.920772392,50.927144477,22.5568615537,18.39,88.3794820607,-1.5900001525878906
2011-07-12,101.0959581338,53.3990836688,152.77,64.267988542,52.6889010364,50.5405339945,22.4742246799,19.87,88.371465054,-1.0599994659423828
2011-07-13,101.4344834121,53.4708303306,154.14,64.4466393904,52.8898562113,50.7514124395,22.6425034046,19.91,88.3794820607,-0.9400005340576172
2011-07-14,100.7343515864,53.2686351928,154.54,63.526918356,52.4415715905,50.1627101138,22.4922545433,20.8,88.3874990674,-0.7900009155273438
2011-07-15,101.3190770672,53.3664715498,155.2,63.6327855254,52.7739205335,50.8304918564,23.0962549659,19.53,88.3794820607,-1.4099998474121094
2011-07-18,100.4881513839,53.294724888,156.57,63.0174326031,52.2869906867,50.5581071982,23.018125558,20.95,88.3794820607,-0.8899993896484375
2011-07-19,102.1192277252,53.4382182116,154.66,64.3275388248,53.168101838,51.7091520441,23.4373198812,19.21,88.3794820607,-1.2900009155273438
2011-07-20,102.0576776746,53.3534267022,156.02,63.5666185445,53.1371856573,51.4894869971,23.3787228252,19.09,88.3634480473,-1.2800006866455078
2011-07-21,103.4733288387,53.2360230737,154.83,63.0769828859,53.7864254529,51.8321644703,23.8384843409,17.56,88.3634480473,-1.6400012969970703
2011-07-22,103.5425726457,53.3795163974,156.12,63.5533851483,53.8791739952,52.3681471848,23.95868343,17.52,88.3554310405,-1.6800003051757812
2011-07-25,102.9655409212,53.2034109547,157.34,62.858631849,53.5313669618,52.2627079623,23.8625241588,19.35,88.3794820607,-0.9099998474121094
2011-07-26,102.5808531048,53.3338594308,157.77,63.2887172248,53.3072246514,52.3901136895,23.7483350241,20.23,88.3474140338,-0.6599998474121094
2011-07-27,100.4804576276,53.2229782261,157.19,63.2953339229,52.132409783,51.0413703014,23.2990909287,22.98,88.3634480473,0.2899990081787109
2011-07-28,100.1880948872,53.3795163974,157.32,63.5335350541,51.9546417437,51.1292363202,23.2044341461,23.74,88.3393970271,0.7899990081787109
2011-07-29,99.5033505741,53.6534581971,158.29,64.7907076911,51.6686670718,50.9622908846,22.9730508996,25.25,88.3474140338,2.34000015258789
2011-08-01,99.0801939761,53.823571489,157.72,65.4425616284,51.4367957162,50.7250526339,22.9399961501,23.66,88.335253838,1.2800006866455078
2011-08-02,96.5489481446,54.0524688161,161.52,67.4075644933,50.0764837634,49.4422087599,22.3014384894,24.79,88.3833579879,1.1900005340576172
