date,801010_农林牧渔,801030_基础化工,801040_钢铁,801050_有色金属,801080_电子,801110_家用电器,801120_食品饮料,801130_纺织服饰,801140_轻工制造,801150_医药生物,801160_公用事业,801170_交通运输,801180_房地产,801200_商贸零售,801210_社会服务,801230_综合,801710_建筑材料,801720_建筑装饰,801730_电力设备,801740_国防军工,801750_计算机,801760_传媒,801770_通信,801780_银行,801790_非银金融,801880_汽车,801890_机械设备,801950_煤炭,801960_石油石化,801970_环保,801980_美容护理
2008-06-03,2011.28,3150.46,4710.98,3761.94,1239.73,1575.63,3900.59,1911.83,1903.64,2586.58,2398.05,3108.46,3019.68,3788.01,2514.31,1665.78,,,,,,,,,,,,,,,
2008-06-04,1941.78,3106.99,4618.42,3648.51,1216.74,1567.82,3836.76,1885.45,1879.85,2541.61,2361.5,3045.87,3084.76,3748.3,2465.68,1636.78,,,,,,,,,,,,,,,
2008-06-05,1898.29,3093.58,4514.14,3605.28,1213.14,1547.99,3806.95,1883.62,1858.64,2523.7,2328.43,3039.8,3051.28,3732.41,2455.75,1621.56,,,,,,,,,,,,,,,
2008-06-06,1896.72,3064.95,4550.35,3614.75,1200.9,1542.37,3794.31,1861.32,1831.88,2489.13,2313.74,3012.17,3003.26,3723.61,2467.88,1614.09,,,,,,,,,,,,,,,
2008-06-10,1722.86,2849.79,4149.39,3274.87,1093.21,1412.27,3538.27,1696.26,1657.24,2297.41,2137.51,2728.28,2724.17,3450.37,2248.41,1491.02,,,,,,,,,,,,,,,
2008-06-11,1762.25,2783.92,4081.85,3097.38,1052.92,1371.1,3512.54,1642.65,1601.33,2263.71,2083.72,2677.27,2586.82,3413.37,2170.84,1424.43,,,,,,,,,,,,,,,
2008-06-12,1764.93,2740.95,4033.82,3124.98,1041.38,1361.19,3400.6,1637.27,1575.82,2237.63,2057.69,2626.8,2623.56,3352.99,2113.29,1384.44,,,,,,,,,,,,,,,
2008-06-13,1637.96,2646.7,3980.44,2923.93,995.48,1316.37,3294.09,1558.84,1515.14,2168.05,1970.42,2542.21,2487.51,3202.82,2005.66,1317.28,,,,,,,,,,,,,,,
2008-06-16,1585.07,2637.82,3980.63,2843.58,980.93,1296.5,3221.23,1523.64,1498.22,2145.99,1943.2,2502.15,2490.09,3144.96,1927.86,1281.86,,,,,,,,,,,,,,,
2008-06-17,1510.45,2535.8,3840.63,2654.88,930.99,1245.7,3126.5,1422.3,1408.24,2051.04,1858.34,2368.91,2341.26,3006.41,1792.87,1189.01,,,,,,,,,,,,,,,
2008-06-18,1607.99,2707.32,4024.12,2871.82,976.48,1305.57,3253.66,1507.91,1486.22,2154.57,1953.11,2485.66,2426.54,3125.45,1900.15,1252.63,,,,,,,,,,,,,,,
2008-06-19,1466.84,2555.87,3652.66,2595.72,891.99,1191.48,3044.02,1381.34,1351.14,1996.45,1836.76,2284.11,2206.13,2899.3,1730.96,1154.98,,,,,,,,,,,,,,,
2008-06-20,1477.49,2643.12,3598.01,2643.62,905.63,1208.21,3122.59,1423.53,1345.69,2039.95,1956.27,2315.41,2225.72,2959.4,1784.42,1184.9,,,,,,,,,,,,,,,
2008-06-23,1438.63,2543.53,3490.31,2624.02,893.79,1200.37,3035.52,1411.42,1317.74,2018.89,1930.08,2278.46,2178.57,2898.83,1781.46,1166.24,,,,,,,,,,,,,,,
2008-06-24,1482.02,2562.41,3452.25,2674.89,918.16,1227.47,3114.04,1451.61,1351.74,2077.4,1947.57,2342.85,2267.34,2980.29,1881.47,1216.17,,,,,,,,,,,,,,,
2008-06-25,1596.68,2664.83,3651.93,2814.65,963.63,1280.68,3300.29,1526.37,1429.25,2174.24,2012.25,2458.64,2387.33,3131.1,2005.09,1294.5,,,,,,,,,,,,,,,
2008-06-26,1642.48,2671.22,3634.97,2968.28,976.6,1283.76,3309.99,1537.27,1458.31,2200.04,2020.3,2477.63,2411.36,3154.88,2029.68,1305.28,,,,,,,,,,,,,,,
2008-06-27,1537.75,2496.06,3396.02,2777.4,906.64,1223.65,3140.08,1429.75,1347.0,2081.16,1926.82,2323.27,2239.07,3014.37,1866.88,1200.39,,,,,,,,,,,,,,,
2008-06-30,1573.68,2501.23,3340.17,2749.54,904.1,1203.47,3153.07,1423.2,1354.36,2086.1,1904.63,2344.69,2237.3,3016.75,1961.08,1219.58,,,,,,,,,,,,,,,
2008-07-01,1551.89,2469.05,3188.58,2712.24,886.73,1187.37,3096.74,1402.2,1327.48,2055.72,1856.87,2277.89,2142.47,2967.11,1985.78,1191.01,,,,,,,,,,,,,,,
2008-07-02,1609.08,2486.23,3196.14,2762.92,900.72,1192.99,3131.68,1419.69,1355.78,2093.75,1880.55,2320.55,2164.29,2981.63,1984.29,1206.93,,,,,,,,,,,,,,,
2008-07-03,1717.96,2558.57,3298.97,2909.14,938.51,1223.5,3262.8,1475.63,1426.38,2180.93,1935.38,2393.16,2219.27,3075.76,2076.63,1266.25,,,,,,,,,,,,,,,
2008-07-04,1736.55,2526.19,3271.66,2805.31,941.46,1222.57,3279.22,1476.68,1418.05,2176.19,1926.98,2373.31,2268.15,3089.7,2215.61,1266.64,,,,,,,,,,,,,,,
2008-07-07,1799.47,2631.07,3527.82,2945.86,987.67,1304.91,3412.03,1559.4,1504.04,2267.54,2001.65,2503.79,2423.17,3242.88,2344.45,1317.34,,,,,,,,,,,,,,,
2008-07-08,1845.83,2658.64,3552.99,3015.15,1009.72,1324.09,3410.25,1586.22,1523.52,2282.9,2010.02,2515.45,2459.63,3278.41,2342.88,1338.94,,,,,,,,,,,,,,,
2008-07-09,1865.11,2747.28,3691.7,3140.19,1032.46,1358.44,3465.99,1627.66,1569.86,2335.05,2052.2,2602.28,2615.52,3334.35,2326.66,1385.08,,,,,,,,,,,,,,,
2008-07-10,1788.11,2696.63,3580.14,3062.64,1008.89,1324.59,3405.2,1584.3,1529.48,2287.25,2016.47,2570.57,2601.13,3298.91,2257.76,1371.22,,,,,,,,,,,,,,,
2008-07-11,1747.31,2685.74,3500.95,3110.89,998.88,1330.31,3386.52,1580.59,1525.72,2272.91,2017.76,2534.07,2536.52,3269.7,2219.57,1363.25,,,,,,,,,,,,,,,
2008-07-14,1807.93,2717.65,3586.04,3128.26,1021.96,1332.35,3428.09,1622.32,1563.67,2317.31,2036.41,2549.35,2554.01,3295.39,2251.7,1392.31,,,,,,,,,,,,,,,
2008-07-15,1805.56,2655.54,3484.28,3010.17,989.34,1290.79,3355.3,1577.03,1511.12,2244.51,1975.74,2469.49,2405.26,3211.0,2280.14,1349.74,,,,,,,,,,,,,,,
2008-07-16,1751.7,2577.88,3321.45,2810.94,939.17,1283.58,3309.19,1508.8,1435.69,2162.1,1889.32,2387.86,2245.3,3099.28,2100.14,1270.13,,,,,,,,,,,,,,,
2008-07-17,1679.19,2558.89,3279.26,2775.83,927.33,1256.11,3384.97,1489.4,1427.82,2198.75,1843.84,2364.84,2207.49,3088.32,2000.63,1237.48,,,,,,,,,,,,,,,
2008-07-18,1716.02,2652.93,3379.16,2902.09,959.01,1281.58,3486.06,1541.44,1498.49,2230.26,1891.32,2467.41,2297.29,3160.17,2056.1,1283.45,,,,,,,,,,,,,,,
2008-07-21,1778.93,2734.41,3495.64,2992.72,998.76,1321.11,3580.46,1602.13,1561.68,2313.63,1940.65,2553.06,2421.97,3273.21,2150.3,1349.57,,,,,,,,,,,,,,,
2008-07-22,1766.21,2742.49,3484.87,2994.31,1003.26,1333.8,3559.42,1602.51,1569.67,2318.67,1944.64,2557.79,2415.02,3277.7,2199.34,1349.56,,,,,,,,,,,,,,,
2008-07-23,1783.7,2709.94,3447.93,2937.24,998.95,1336.45,3530.14,1583.13,1567.23,2297.55,1930.27,2543.69,2398.77,3253.93,2174.53,1341.45,,,,,,,,,,,,,,,
2008-07-24,1815.71,2762.99,3540.7,2997.05,1038.74,1358.63,3592.13,1632.56,1596.2,2328.98,1965.91,2612.17,2539.49,3335.19,2222.45,1379.75,,,,,,,,,,,,,,,
2008-07-25,1838.7,2741.46,3471.24,2941.81,1039.96,1359.81,3592.13,1635.85,1573.87,2311.44,1955.79,2565.78,2513.57,3319.2,2218.04,1360.4,,,,,,,,,,,,,,,
2008-07-28,1861.53,2776.04,3496.55,2966.07,1055.76,1359.92,3607.99,1654.97,1597.91,2344.24,1996.3,2599.77,2548.77,3325.95,2229.03,1385.93,,,,,,,,,,,,,,,
2008-07-29,1797.99,2742.01,3402.63,2891.84,1036.34,1318.76,3562.7,1636.32,1559.93,2326.68,1955.31,2533.52,2475.28,3260.3,2137.59,1351.02,,,,,,,,,,,,,,,
2008-07-30,1784.13,2737.49,3374.39,2863.24,1036.04,1310.87,3546.12,1626.11,1556.46,2314.73,1948.13,2522.73,2455.18,3239.11,2153.14,1344.98,,,,,,,,,,,,,,,
2008-07-31,1717.32,2635.44,3270.38,2810.25,991.47,1276.39,3490.75,1568.14,1497.11,2246.98,1892.08,2455.93,2355.14,3139.01,2067.59,1312.39,,,,,,,,,,,,,,,
2008-08-01,1735.01,2662.91,3219.35,2823.55,1010.87,1278.31,3509.43,1614.38,1513.07,2264.51,1907.3,2479.16,2413.83,3167.66,2182.95,1333.44,,,,,,,,,,,,,,,
2008-08-04,1726.35,2596.32,3074.74,2720.65,983.48,1247.94,3514.51,1567.94,1496.18,2222.29,1873.38,2416.57,2341.99,3098.72,2234.96,1297.2,,,,,,,,,,,,,,,
2008-08-05,1651.64,2550.9,2957.26,2582.42,964.72,1222.41,3450.26,1493.92,1449.33,2158.97,1838.41,2376.53,2235.96,3041.66,2103.18,1247.76,,,,,,,,,,,,,,,
2008-08-06,1641.61,2553.65,2944.05,2605.92,981.27,1208.24,3470.7,1495.95,1442.63,2159.47,1837.14,2389.84,2223.04,3045.3,2143.46,1253.99,,,,,,,,,,,,,,,
2008-08-07,1609.7,2559.84,2959.8,2592.9,989.29,1207.73,3456.34,1504.69,1462.0,2158.99,1850.43,2399.95,2260.88,3041.87,2205.34,1272.73,,,,,,,,,,,,,,,
2008-08-08,1510.29,2430.31,2803.91,2410.77,912.86,1135.48,3327.31,1395.74,1358.58,2048.38,1765.69,2254.64,2097.29,2869.09,2028.71,1171.94,,,,,,,,,,,,,,,
2008-08-11,1375.92,2283.3,2678.89,2178.54,846.85,1051.94,3116.57,1287.41,1246.64,1939.59,1665.18,2130.59,1959.54,2691.72,1863.31,1088.54,,,,,,,,,,,,,,,
2008-08-12,1322.39,2256.93,2749.3,2134.95,831.93,1045.76,3122.29,1268.76,1233.24,1930.55,1658.69,2141.6,1945.27,2658.6,1758.55,1059.51,,,,,,,,,,,,,,,
2008-08-13,1357.94,2261.41,2731.38,2192.01,826.27,1045.63,3144.95,1261.34,1229.9,1936.13,1666.07,2147.23,1966.85,2666.86,1708.19,1038.44,,,,,,,,,,,,,,,
2008-08-14,1375.27,2266.05,2709.73,2160.08,829.25,1055.77,3164.59,1276.13,1238.13,1945.83,1671.53,2154.19,1988.75,2693.7,1657.64,1042.03,,,,,,,,,,,,,,,
2008-08-15,1372.84,2262.05,2735.73,2175.98,829.38,1055.67,3178.96,1274.13,1240.56,1937.83,1674.1,2157.84,1957.4,2687.57,1662.58,1037.75,,,,,,,,,,,,,,,
2008-08-18,1257.25,2118.22,2590.15,1988.46,771.06,997.37,3042.52,1171.35,1157.04,1827.89,1609.22,2025.41,1826.76,2535.53,1547.03,957.92,,,,,,,,,,,,,,,
2008-08-19,1292.37,2120.57,2621.17,2026.76,777.74,1016.9,3050.47,1191.86,1187.34,1840.41,1655.43,2057.41,1856.89,2585.57,1550.55,967.23,,,,,,,,,,,,,,,
2008-08-20,1398.26,2269.27,2828.57,2211.04,839.82,1099.0,3250.01,1295.13,1286.34,1965.78,1729.23,2222.41,2021.34,2770.79,1665.51,1044.08,,,,,,,,,,,,,,,
2008-08-21,1339.67,2173.1,2700.88,2157.95,819.95,1055.07,3153.27,1269.33,1243.2,1880.8,1641.66,2135.64,1953.56,2677.45,1576.16,1021.59,,,,,,,,,,,,,,,
2008-08-22,1304.75,2129.49,2642.57,2122.14,808.86,1025.4,3091.83,1247.79,1217.18,1836.99,1599.26,2130.03,1906.86,2614.92,1599.9,1011.52,,,,,,,,,,,,,,,
2008-08-25,1301.4,2141.63,2617.97,2089.36,809.26,1028.88,3080.35,1245.2,1220.52,1825.56,1597.71,2118.72,1902.91,2604.01,1573.88,1001.08,,,,,,,,,,,,,,,
2008-08-26,1213.95,2057.23,2488.89,2008.14,766.21,992.07,2978.37,1187.99,1159.82,1751.86,1532.92,2048.92,1844.03,2485.56,1487.52,953.98,,,,,,,,,,,,,,,
2008-08-27,1200.29,2055.34,2459.98,2022.53,764.17,991.02,2925.04,1195.73,1157.22,1722.29,1529.76,2027.32,1859.84,2468.33,1492.67,955.13,,,,,,,,,,,,,,,
2008-08-28,1221.53,2056.22,2485.93,2010.87,759.78,1004.95,2923.78,1193.22,1156.47,1718.55,1532.27,2032.86,1837.82,2454.81,1496.35,952.02,,,,,,,,,,,,,,,
2008-08-29,1250.71,2101.33,2563.39,2068.61,787.39,1019.82,3000.42,1229.31,1187.97,1754.99,1566.41,2084.98,1913.88,2522.76,1535.88,978.67,,,,,,,,,,,,,,,
2008-09-01,1197.27,2029.59,2521.32,1983.23,765.59,991.58,2903.78,1216.26,1168.96,1710.64,1532.43,2053.47,1862.94,2424.78,1515.71,954.37,,,,,,,,,,,,,,,
2008-09-02,1208.24,2028.84,2532.46,1972.59,771.07,979.99,2811.18,1225.32,1169.19,1713.45,1539.87,2046.28,1861.8,2371.65,1518.0,963.83,,,,,,,,,,,,,,,
2008-09-03,1180.43,2027.47,2526.26,1923.17,762.99,962.12,2723.37,1212.01,1152.08,1699.47,1550.89,2020.77,1843.64,2315.9,1521.41,964.12,,,,,,,,,,,,,,,
2008-09-04,1193.38,2033.14,2542.63,1962.49,770.46,972.13,2768.58,1222.53,1158.43,1706.5,1569.75,2008.34,1852.82,2343.26,1528.09,968.27,,,,,,,,,,,,,,,
2008-09-05,1121.65,1967.89,2495.89,1863.45,735.11,942.31,2716.72,1171.07,1104.68,1642.27,1537.14,1945.54,1757.6,2271.47,1434.18,929.99,,,,,,,,,,,,,,,
2008-09-08,1042.11,1861.84,2450.95,1752.01,699.0,906.28,2642.2,1108.99,1051.04,1578.61,1476.46,1884.34,1660.84,2191.85,1360.46,889.22,,,,,,,,,,,,,,,
2008-09-09,1051.69,1858.01,2499.21,1759.25,702.96,932.54,2649.07,1118.71,1054.52,1582.78,1493.72,1907.2,1663.72,2212.97,1389.4,895.39,,,,,,,,,,,,,,,
2008-09-10,1045.87,1864.47,2510.82,1753.53,707.22,946.32,2669.03,1133.63,1063.24,1585.21,1510.64,1926.58,1661.88,2231.37,1445.68,905.46,,,,,,,,,,,,,,,
2008-09-11,1015.4,1823.06,2456.24,1699.75,689.19,930.92,2642.32,1112.84,1035.56,1581.95,1498.71,1887.84,1584.5,2194.91,1426.08,884.12,,,,,,,,,,,,,,,
2008-09-12,1013.4,1841.03,2485.39,1718.32,689.14,937.68,2663.03,1114.6,1028.81,1581.06,1512.74,1897.48,1590.91,2199.43,1422.96,878.4,,,,,,,,,,,,,,,
2008-09-16,997.1,1826.13,2474.88,1679.18,670.53,923.56,2648.59,1079.56,1003.3,1574.71,1505.13,1886.21,1577.43,2171.47,1389.24,847.16,,,,,,,,,,,,,,,
2008-09-17,999.86,1813.23,2377.37,1679.9,656.26,909.63,2591.42,1052.61,986.89,1564.09,1493.98,1851.22,1504.88,2125.64,1391.18,819.46,,,,,,,,,,,,,,,
2008-09-18,992.31,1767.07,2309.79,1670.76,630.65,883.01,2475.57,1023.52,962.01,1531.43,1437.62,1793.2,1480.83,2040.41,1318.75,792.06,,,,,,,,,,,,,,,
2008-09-19,1087.65,1913.33,2520.17,1831.37,690.88,966.89,2700.55,1115.56,1056.64,1673.42,1541.78,1971.83,1626.86,2238.73,1439.26,865.08,,,,,,,,,,,,,,,
2008-09-22,1142.83,2013.57,2577.82,1962.31,720.51,1008.91,2730.13,1175.74,1091.42,1719.51,1593.08,2073.04,1711.17,2316.82,1520.58,906.71,,,,,,,,,,,,,,,
2008-09-23,1064.8,1912.03,2466.42,1860.42,683.8,954.56,2491.57,1110.62,1006.4,1603.09,1536.45,1970.15,1584.95,2198.49,1425.67,847.12,,,,,,,,,,,,,,,
2008-09-24,1088.92,1929.98,2501.67,1855.61,696.14,969.15,2553.86,1132.36,1019.34,1635.19,1545.06,2001.45,1588.65,2232.74,1527.6,867.84,,,,,,,,,,,,,,,
2008-09-25,1134.05,1981.29,2643.61,1909.76,710.56,1001.68,2605.89,1163.24,1043.94,1668.24,1595.93,2074.59,1663.3,2305.45,1518.6,894.91,,,,,,,,,,,,,,,
2008-09-26,1126.83,1976.65,2675.4,1901.7,703.42,1017.21,2638.86,1166.79,1038.74,1678.77,1615.31,2080.85,1768.03,2341.97,1462.51,904.41,,,,,,,,,,,,,,,
2008-10-06,1184.36,1885.99,2475.36,1751.05,672.07,973.7,2559.17,1154.03,994.58,1635.38,1557.69,1985.48,1691.36,2242.16,1364.79,881.42,,,,,,,,,,,,,,,
2008-10-07,1163.13,1881.36,2419.41,1721.75,668.44,961.89,2501.34,1121.04,985.11,1669.31,1569.38,1974.67,1748.06,2235.0,1359.24,875.69,,,,,,,,,,,,,,,
2008-10-08,1153.24,1853.1,2351.43,1715.21,651.17,916.1,2445.77,1087.92,956.35,1638.87,1547.4,1905.73,1711.19,2170.88,1311.02,847.23,,,,,,,,,,,,,,,
2008-10-09,1126.95,1840.3,2291.86,1679.12,643.43,906.86,2397.05,1070.96,936.1,1630.4,1531.13,1878.26,1656.22,2135.08,1297.44,841.85,,,,,,,,,,,,,,,
2008-10-10,1046.77,1747.67,2191.18,1553.01,599.51,862.94,2259.73,995.18,871.25,1560.75,1466.61,1787.65,1554.09,2004.85,1207.04,780.02,,,,,,,,,,,,,,,
2008-10-13,1069.19,1769.45,2226.36,1571.26,607.77,877.32,2245.17,1028.03,887.18,1583.03,1507.27,1836.97,1637.32,2040.14,1228.74,796.96,,,,,,,,,,,,,,,
2008-10-14,1051.71,1723.43,2160.53,1547.74,583.33,867.29,2187.14,991.4,857.6,1550.38,1486.45,1782.57,1631.12,1981.78,1213.98,770.94,,,,,,,,,,,,,,,
2008-10-15,1012.92,1666.61,2150.83,1512.38,576.36,859.24,2135.11,985.59,851.96,1566.37,1478.74,1756.0,1652.38,1947.52,1199.68,766.94,,,,,,,,,,,,,,,
2008-10-16,961.19,1567.33,2078.18,1385.28,538.36,819.84,2052.27,917.03,801.66,1501.91,1416.8,1669.25,1645.74,1846.08,1116.33,719.23,,,,,,,,,,,,,,,
2008-10-17,967.17,1586.4,2105.52,1400.5,546.64,822.48,2054.86,923.87,813.15,1509.76,1427.33,1670.1,1650.19,1848.16,1119.7,725.43,,,,,,,,,,,,,,,
2008-10-20,1025.4,1630.03,2147.67,1448.87,563.82,844.13,2100.11,958.75,842.09,1531.13,1456.61,1706.33,1722.16,1899.58,1151.55,754.49,,,,,,,,,,,,,,,
2008-10-21,1033.47,1625.17,2119.92,1463.55,562.4,848.87,2073.43,964.0,836.01,1534.61,1449.73,1703.89,1685.71,1904.06,1144.46,750.21,,,,,,,,,,,,,,,
2008-10-22,992.55,1593.54,2076.86,1401.62,554.6,851.12,2107.41,963.38,828.89,1516.63,1401.49,1669.28,1617.75,1877.02,1132.1,732.2,,,,,,,,,,,,,,,
2008-10-23,999.25,1588.46,2089.11,1395.39,557.32,860.47,2132.33,956.96,835.64,1527.9,1398.7,1693.39,1680.12,1881.43,1166.27,744.7,,,,,,,,,,,,,,,
2008-10-24,976.13,1568.58,2022.45,1366.43,551.88,846.12,2101.85,940.63,824.32,1521.66,1376.98,1671.71,1605.83,1847.28,1128.9,728.9,,,,,,,,,,,,,,,
2008-10-27,893.48,1457.42,1884.25,1248.94,504.67,781.07,1967.52,858.81,753.72,1441.81,1310.67,1541.05,1472.13,1708.27,1027.35,663.4,,,,,,,,,,,,,,,
2008-10-28,909.31,1490.57,1903.38,1289.8,515.01,795.04,2031.08,882.57,765.86,1470.96,1332.71,1584.62,1491.69,1752.38,1037.34,680.64,,,,,,,,,,,,,,,
2008-10-29,864.62,1427.22,1870.64,1251.09,497.1,781.02,2010.34,839.96,741.88,1430.17,1308.63,1522.08,1464.88,1684.35,983.56,649.14,,,,,,,,,,,,,,,
2008-10-30,866.34,1450.76,1906.85,1289.58,502.65,793.97,2016.32,847.46,744.81,1430.9,1339.11,1539.05,1487.81,1703.76,989.77,651.83,,,,,,,,,,,,,,,
2008-10-31,844.41,1415.94,1851.79,1254.96,494.44,791.25,1989.67,826.71,724.75,1410.61,1336.66,1477.7,1466.48,1688.65,964.96,639.84,,,,,,,,,,,,,,,
2008-11-03,839.2,1401.62,1822.71,1244.17,488.02,796.33,1981.43,804.65,709.09,1401.6,1336.71,1445.99,1452.1,1667.45,940.15,623.71,,,,,,,,,,,,,,,
2008-11-04,861.3,1397.26,1790.15,1218.46,477.86,785.87,1953.89,793.11,699.75,1395.54,1325.81,1432.86,1382.41,1644.35,931.1,614.84,,,,,,,,,,,,,,,
2008-11-05,879.0,1438.78,1852.58,1268.45,495.52,812.18,2018.83,816.49,726.91,1423.96,1357.32,1484.11,1434.95,1693.71,962.01,634.59,,,,,,,,,,,,,,,
2008-11-06,848.83,1407.13,1884.45,1233.71,484.94,793.63,1948.13,800.32,708.26,1406.28,1342.19,1443.09,1390.8,1651.41,936.4,619.07,,,,,,,,,,,,,,,
2008-11-07,859.32,1428.46,1885.01,1254.25,498.61,801.81,1899.64,816.29,725.05,1412.84,1361.72,1460.36,1417.06,1657.28,947.61,633.22,,,,,,,,,,,,,,,
2008-11-10,927.23,1516.26,2032.29,1368.36,534.58,861.01,2007.46,878.4,778.7,1490.32,1430.19,1573.23,1520.37,1767.29,1009.59,680.05,,,,,,,,,,,,,,,
2008-11-11,921.07,1484.58,2069.07,1373.74,530.68,857.23,1952.87,857.55,770.71,1469.59,1419.54,1551.26,1531.82,1735.12,1015.5,673.85,,,,,,,,,,,,,,,
2008-11-12,942.03,1499.54,2088.0,1395.45,545.16,857.9,1956.9,885.62,791.48,1487.24,1432.41,1570.58,1563.11,1728.17,1034.63,694.8,,,,,,,,,,,,,,,
2008-11-13,995.48,1559.79,2180.57,1470.97,566.97,896.35,2020.71,927.56,839.64,1539.97,1483.55,1636.61,1627.81,1804.91,1083.76,727.35,,,,,,,,,,,,,,,
2008-11-14,1061.69,1606.71,2218.2,1569.32,592.36,931.72,2181.84,966.26,874.85,1603.29,1515.34,1698.02,1711.85,1918.15,1129.02,759.37,,,,,,,,,,,,,,,
2008-11-17,1107.65,1664.42,2235.21,1640.91,620.8,951.89,2255.44,1009.04,918.35,1667.19,1562.5,1746.0,1738.59,1982.67,1169.48,795.14,,,,,,,,,,,,,,,
2008-11-18,1019.6,1549.48,2058.78,1489.02,569.52,878.42,2109.84,921.42,840.73,1554.89,1492.32,1627.04,1598.52,1826.75,1066.65,737.87,,,,,,,,,,,,,,,
2008-11-19,1099.86,1658.27,2156.02,1585.53,612.19,936.61,2242.36,982.8,895.48,1649.47,1557.47,1713.3,1714.68,1939.3,1144.71,786.79,,,,,,,,,,,,,,,
2008-11-20,1094.17,1662.69,2107.81,1607.67,616.99,964.84,2251.18,1008.29,892.47,1648.46,1542.15,1684.76,1764.93,1938.05,1208.5,795.12,,,,,,,,,,,,,,,
2008-11-21,1070.39,1644.15,2119.98,1558.63,597.31,952.56,2236.24,978.51,881.61,1630.72,1553.99,1662.75,1829.27,1892.91,1193.82,787.53,,,,,,,,,,,,,,,
2008-11-24,1049.83,1579.83,2044.16,1506.13,565.92,911.74,2191.48,932.12,843.99,1632.27,1510.96,1582.38,1697.87,1884.52,1116.28,743.76,,,,,,,,,,,,,,,
2008-11-25,1035.53,1564.73,2025.19,1516.12,562.13,904.32,2174.38,925.44,838.77,1604.44,1511.25,1570.09,1701.21,1882.57,1103.31,741.66,,,,,,,,,,,,,,,
2008-11-26,1030.82,1577.4,2095.41,1513.2,567.36,905.71,2177.9,924.35,847.49,1598.36,1532.56,1596.26,1739.93,1869.87,1100.73,741.85,,,,,,,,,,,,,,,
2008-11-27,1037.88,1589.42,2133.7,1537.55,571.17,923.95,2230.71,939.51,854.62,1624.33,1551.14,1604.49,1790.76,1922.98,1111.57,751.66,,,,,,,,,,,,,,,
2008-11-28,1016.42,1573.95,2111.39,1494.02,564.65,913.19,2230.45,933.71,840.57,1634.87,1552.94,1575.51,1735.83,1927.22,1092.7,743.6,,,,,,,,,,,,,,,
2008-12-01,1057.25,1621.68,2115.09,1561.53,597.4,971.46,2268.11,970.82,880.24,1694.36,1576.22,1600.44,1774.54,1978.3,1138.44,781.58,,,,,,,,,,,,,,,
2008-12-02,1088.13,1628.2,2099.57,1577.97,614.29,1005.56,2306.21,1010.14,901.59,1721.67,1582.65,1601.76,1776.96,1997.38,1188.37,798.9,,,,,,,,,,,,,,,
2008-12-03,1135.34,1704.49,2191.72,1653.24,640.22,1033.49,2382.86,1051.34,938.98,1771.36,1612.84,1680.56,1846.59,2075.41,1229.8,830.23,,,,,,,,,,,,,,,
2008-12-04,1128.39,1733.38,2261.49,1655.07,638.6,1033.14,2424.08,1053.3,943.88,1765.03,1614.47,1685.85,1855.99,2099.39,1227.65,832.27,,,,,,,,,,,,,,,
2008-12-05,1197.96,1759.18,2290.66,1684.97,658.8,1057.28,2468.26,1081.3,972.13,1795.37,1615.13,1707.66,1947.05,2149.19,1258.0,861.28,,,,,,,,,,,,,,,
2008-12-08,1243.54,1811.71,2347.3,1788.18,685.86,1083.76,2547.27,1119.63,1015.29,1864.27,1663.58,1795.93,2026.31,2248.82,1322.38,897.35,,,,,,,,,,,,,,,
2008-12-09,1193.67,1755.19,2329.14,1785.67,662.33,1047.61,2470.02,1087.4,985.41,1839.04,1631.79,1759.99,1956.04,2195.17,1285.26,881.57,,,,,,,,,,,,,,,
2008-12-10,1232.22,1791.71,2324.94,1808.67,694.53,1063.52,2500.63,1116.7,1020.89,1881.01,1654.68,1785.95,1997.3,2249.51,1335.44,904.13,,,,,,,,,,,,,,,
2008-12-11,1209.03,1737.73,2249.57,1763.99,669.68,1032.84,2488.72,1093.92,988.27,1837.11,1633.19,1732.74,1982.62,2197.82,1296.35,875.4,,,,,,,,,,,,,,,
2008-12-12,1155.36,1659.97,2157.08,1660.98,645.86,999.78,2362.98,1037.26,944.03,1768.14,1596.16,1671.59,1889.83,2099.3,1229.24,841.17,,,,,,,,,,,,,,,
2008-12-15,1178.92,1675.79,2181.74,1680.8,661.42,1003.32,2404.56,1054.01,956.4,1807.64,1618.0,1672.42,1892.3,2136.56,1274.73,862.41,,,,,,,,,,,,,,,
2008-12-16,1195.51,1703.29,2205.01,1703.34,660.35,1015.46,2420.2,1063.36,960.83,1863.99,1606.63,1666.48,1969.35,2185.7,1285.39,865.57,,,,,,,,,,,,,,,
2008-12-17,1207.03,1709.48,2213.58,1730.25,666.72,1024.45,2451.28,1072.72,967.59,1888.69,1620.91,1679.72,1977.64,2223.41,1311.88,883.52,,,,,,,,,,,,,,,
2008-12-18,1218.11,1733.38,2229.06,1768.25,682.47,1036.63,2497.01,1090.1,990.8,1907.76,1634.07,1706.42,2003.45,2259.79,1370.4,904.07,,,,,,,,,,,,,,,
2008-12-19,1228.35,1753.56,2234.16,1771.75,686.09,1060.51,2518.36,1102.45,1012.93,1941.42,1648.28,1715.22,1993.3,2278.57,1370.95,902.8,,,,,,,,,,,,,,,
2008-12-22,1225.52,1739.59,2176.74,1756.27,695.47,1057.52,2501.68,1103.77,1008.62,1960.34,1627.85,1696.4,1923.08,2304.85,1397.09,890.91,,,,,,,,,,,,,,,
