Date,Year,Q,MCI,trend,NAV_v27,Eff_Q,EM
2016-01-07,2016,1,0.6444444444444443,-0.0646308592635848,2.4820771511490998,1,N
2016-01-08,2016,1,0.6444444444444443,-0.08446977946899226,2.4678294228880624,3,N
2016-01-11,2016,1,0.6444444444444443,-0.13007186187751107,2.451952695836632,0,L1
2016-01-12,2016,1,0.6444444444444443,-0.12257315561263005,2.4361693267229017,0,L2
2016-01-13,2016,1,0.6444444444444443,-0.1330448150068947,2.4217444855039214,0,L2
2016-01-14,2016,1,0.6444444444444443,-0.11742415468111889,2.4362525084790705,0,L2
2016-01-15,2016,1,0.6444444444444443,-0.14181631692873853,2.4211147670209408,0,L2
2016-01-18,2016,1,0.6444444444444443,-0.13947285943320042,2.426680305056183,0,L2
2016-01-19,2016,1,0.6444444444444443,-0.11325749798576645,2.431749793080299,0,L2
2016-01-20,2016,1,0.6444444444444443,-0.13668460997859322,2.436098258711764,0,L2
2016-01-21,2016,1,0.6444444444444443,-0.15956379685960298,2.448258282327816,0,L3
2016-01-22,2016,1,0.6444444444444443,-0.1495298018736939,2.4413017394015526,0,L2
2016-01-25,2016,1,0.6444444444444443,-0.14443171249656983,2.4444318362706094,0,L2
2016-01-26,2016,1,0.6444444444444443,-0.19054537789029935,2.4668685713606107,0,L3
2016-01-27,2016,1,0.6444444444444443,-0.19718801302296818,2.4623998481857314,0,L3
2016-01-28,2016,1,0.6444444444444443,-0.2114437687551456,2.449494324749485,0,L3
2016-01-29,2016,1,0.6444444444444443,-0.18588093245487436,2.454485443041625,0,L3
2016-02-01,2016,1,0.5722222222222223,-0.19118035921911336,2.4642646795280867,0,L2
2016-02-02,2016,1,0.5722222222222223,-0.17026018509146112,2.4732258968854928,0,L2
2016-02-03,2016,1,0.5722222222222223,-0.17054166300196405,2.4785403757243896,0,L2
2016-02-04,2016,1,0.5722222222222223,-0.1560128906270727,2.4959244268537324,3,N
2016-02-05,2016,1,0.5722222222222223,-0.16239158296970324,2.511625146113672,0,L2
2016-02-15,2016,1,0.5722222222222223,-0.16208512627614935,2.5409033917964776,0,L1
2016-02-16,2016,1,0.5722222222222223,-0.13511784572994268,2.5719289670064,3,N
2016-02-17,2016,1,0.5722222222222223,-0.12307077422509605,2.5912060330927362,3,N
2016-02-18,2016,1,0.5722222222222223,-0.12114840031890262,2.5865212808090927,3,N
2016-02-19,2016,1,0.5722222222222223,-0.12009380161680372,2.5975728090851296,3,N
2016-02-22,2016,1,0.5722222222222223,-0.09873094039026664,2.6208916867549674,3,N
2016-02-23,2016,1,0.5722222222222223,-0.10254650486963057,2.6098383689176483,3,N
2016-02-24,2016,1,0.5722222222222223,-0.09273455725608781,2.618464285908487,3,N
2016-02-25,2016,1,0.5722222222222223,-0.14677214065429323,2.5237986845315157,3,N
2016-02-26,2016,1,0.5722222222222223,-0.13481698676140896,2.5331252613884785,3,N
2016-02-29,2016,1,0.5722222222222223,-0.15206916857888142,2.5169760943423896,0,L1
2016-03-01,2016,1,0.677777777777778,-0.1331254621561916,2.551445827178446,3,N
2016-03-02,2016,1,0.677777777777778,-0.09156370953173032,2.6070753678432528,3,N
2016-03-03,2016,1,0.677777777777778,-0.09025681228208493,2.6093943276602274,3,N
2016-03-04,2016,1,0.677777777777778,-0.07586598206221373,2.6071212373961874,3,N
2016-03-07,2016,1,0.677777777777778,-0.06573694056362,2.6311939573658534,1,N
2016-03-08,2016,1,0.677777777777778,-0.06602543630011459,2.63712337597121,1,N
2016-03-09,2016,1,0.677777777777778,-0.07696990947731319,2.6004641720816077,3,N
2016-03-10,2016,1,0.677777777777778,-0.08625130334707032,2.5794506824896675,3,N
2016-03-11,2016,1,0.677777777777778,-0.0849218974113719,2.5858128818983745,3,N
2016-03-14,2016,1,0.677777777777778,-0.06224160916037813,2.6474905488982277,1,N
2016-03-15,2016,1,0.677777777777778,-0.061861836183413677,2.6240785259474926,1,N
2016-03-16,2016,1,0.677777777777778,-0.052501970273194476,2.6246215952947285,1,N
2016-03-17,2016,1,0.677777777777778,-0.03404322327865639,2.6969543115662167,1,N
2016-03-18,2016,1,0.677777777777778,-0.01719666686709398,2.757560870335166,1,N
2016-03-21,2016,1,0.677777777777778,0.007561457663010529,2.8097083436608625,1,N
2016-03-22,2016,1,0.677777777777778,0.004392878377015963,2.798873749931506,1,N
2016-03-23,2016,1,0.677777777777778,0.009973352665365365,2.8175678272683675,1,N
2016-03-24,2016,1,0.677777777777778,-0.0017882065779554202,2.770393457150451,1,N
2016-03-25,2016,1,0.677777777777778,0.005943169006821902,2.780616012613929,1,N
2016-03-28,2016,1,0.677777777777778,0.00036439793127307496,2.7546858377764836,1,N
2016-03-29,2016,1,0.677777777777778,-0.004464824423796254,2.7255423711935807,1,N
2016-03-30,2016,1,0.677777777777778,0.026151026625274243,2.810221810100189,1,N
2016-03-31,2016,1,0.677777777777778,0.027532346294687704,2.8008038797564887,1,N
2016-04-01,2016,1,0.6361111111111113,0.03381816047107988,2.795710903236081,1,N
2016-04-05,2016,1,0.6361111111111113,0.04536911209748151,2.8412640028841607,1,N
2016-04-06,2016,1,0.6361111111111113,0.04502426448441832,2.8451661928227456,1,N
2016-04-07,2016,1,0.6361111111111113,0.03423754399438139,2.806196638227088,1,N
2016-04-08,2016,1,0.6361111111111113,0.027219143008966107,2.787437553061503,1,N
2016-04-11,2016,1,0.6361111111111113,0.039633286577310356,2.826139181850342,1,N
2016-04-12,2016,1,0.6361111111111113,0.038478655522602656,2.8193876424362743,1,N
2016-04-13,2016,1,0.6361111111111113,0.051791308761438115,2.8472336739432884,1,N
2016-04-14,2016,1,0.6361111111111113,0.055391336544044156,2.863719310185847,1,N
2016-04-15,2016,1,0.6361111111111113,0.05636743099981856,2.8584204573367797,1,N
2016-04-18,2016,1,0.6361111111111113,0.04120498137620898,2.8179319897034394,1,N
2016-04-19,2016,1,0.6361111111111113,0.04221257717462934,2.8237867994890036,1,N
2016-04-20,2016,1,0.6361111111111113,0.024628595818260823,2.7438214247120403,1,N
2016-04-21,2016,1,0.6361111111111113,0.019872891314930197,2.727592640707578,1,N
2016-04-22,2016,1,0.6361111111111113,0.02392405543672793,2.744474362034384,1,N
2016-04-25,2016,1,0.6361111111111113,0.020429943260400485,2.7335923087262812,1,N
2016-04-26,2016,1,0.6361111111111113,0.025959007701117587,2.754193613741936,1,N
2016-04-27,2016,1,0.6361111111111113,0.01993246367749224,2.7443057168378684,1,N
2016-04-28,2016,1,0.6361111111111113,0.017949898154171473,2.7450371650638705,1,N
2016-04-29,2016,1,0.6361111111111113,0.015006423382116996,2.7445554526215785,1,N
2016-05-03,2016,1,0.5805555555555557,0.03308044638567953,2.812604313208192,1,N
2016-05-04,2016,1,0.5805555555555557,0.027553577509767724,2.8018077750687924,1,N
2016-05-05,2016,1,0.5805555555555557,0.02623036183402805,2.8068705622169223,1,N
2016-05-06,2016,1,0.5805555555555557,0.0018525780911495815,2.7276237827444465,1,N
2016-05-09,2016,1,0.5805555555555557,-0.019059462719288378,2.667142876354612,1,N
2016-05-10,2016,1,0.5805555555555557,-0.02060016755063654,2.6642349321186,1,N
2016-05-11,2016,1,0.5805555555555557,-0.0174627168199184,2.664833132519469,1,N
2016-05-12,2016,1,0.5805555555555557,-0.014271148339994988,2.6726418255088986,1,N
2016-05-13,2016,1,0.5805555555555557,-0.017891874157382803,2.6642134681613334,1,N
2016-05-16,2016,1,0.5805555555555557,-0.014245767461903203,2.689371078563495,1,N
2016-05-17,2016,1,0.5805555555555557,-0.016047621500571818,2.691305570230923,1,N
2016-05-18,2016,1,0.5805555555555557,-0.02220788211669933,2.655969589030012,1,N
2016-05-19,2016,1,0.5805555555555557,-0.023990334277859127,2.6550601618708063,1,N
2016-05-20,2016,1,0.5805555555555557,-0.017446849962097555,2.6743714053055734,1,N
2016-05-23,2016,1,0.5805555555555557,-0.016760252010187604,2.6886525882219816,1,N
2016-05-24,2016,1,0.5805555555555557,-0.02348722552932736,2.66907454039304,1,N
2016-05-25,2016,1,0.5805555555555557,-0.02513172178178924,2.6603340117434464,1,N
2016-05-26,2016,1,0.5805555555555557,-0.02585633079440086,2.6682505522154805,1,N
2016-05-27,2016,1,0.5805555555555557,-0.025275790874179527,2.663448339738032,1,N
2016-05-30,2016,1,0.5805555555555557,-0.02474261921116805,2.65632307922959,1,N
2016-05-31,2016,1,0.5805555555555557,0.008855611318236756,2.757283313985222,1,N
2016-06-01,2016,1,0.5722222222222222,0.004434730937260989,2.7549872438001666,1,N
2016-06-02,2016,1,0.5722222222222222,0.005031817695489771,2.765203431932725,1,N
2016-06-03,2016,1,0.5722222222222222,0.015995115661776804,2.792184287970458,1,N
2016-06-06,2016,1,0.5722222222222222,0.00903604949749659,2.7900437161402047,1,N
2016-06-07,2016,1,0.5722222222222222,0.008086198725010041,2.7877254433289544,1,N
2016-06-08,2016,1,0.5722222222222222,0.0062369246260245426,2.785549235440732,1,N
2016-06-13,2016,1,0.5722222222222222,-0.026821377800518298,2.688260541922543,1,N
2016-06-14,2016,1,0.5722222222222222,-0.022740556345904883,2.6955055469762663,1,N
2016-06-15,2016,1,0.5722222222222222,-0.009734888865082558,2.750456387491413,1,N
2016-06-16,2016,1,0.5722222222222222,-0.015426050258697699,2.735149908557781,1,N
2016-06-17,2016,1,0.5722222222222222,-0.010669815874609245,2.745949733944803,1,N
2016-06-20,2016,1,0.5722222222222222,-0.009839279229869824,2.748489420489561,1,N
2016-06-21,2016,1,0.5722222222222222,-0.011481655067210994,2.7343878687727887,1,N
2016-06-22,2016,1,0.5722222222222222,-0.005222936932147149,2.7605819810676184,1,N
2016-06-23,2016,1,0.5722222222222222,-0.008059273175262005,2.752008031033893,1,N
2016-06-24,2016,1,0.5722222222222222,-0.018197770726023577,2.737830337585669,1,N
2016-06-27,2016,1,0.5722222222222222,-0.0057779905626162975,2.787733195325529,1,N
2016-06-28,2016,1,0.5722222222222222,-0.00030233309993887847,2.8056084751503145,1,N
2016-06-29,2016,1,0.5722222222222222,0.004434754603738211,2.810710074456938,1,N
2016-06-30,2016,1,0.5722222222222222,0.006335493505007728,2.8150660878136047,1,N
2016-07-01,2016,2,0.47499999999999987,0.005871252650623493,2.815929516012745,2,N
2016-07-04,2016,2,0.47499999999999987,0.022931673234505512,2.8567200850048393,2,N
2016-07-05,2016,2,0.47499999999999987,0.025398586335825035,2.8561189259656823,2,N
2016-07-06,2016,2,0.47499999999999987,0.030178128878209476,2.875556107772085,2,N
2016-07-07,2016,2,0.47499999999999987,0.03130413503938012,2.874017483816406,2,N
2016-07-08,2016,2,0.47499999999999987,0.02737969901880044,2.865603405700972,2,N
2016-07-11,2016,2,0.47499999999999987,0.030003193499178238,2.8672081026018517,2,N
2016-07-12,2016,2,0.47499999999999987,0.055797513687017464,2.901121914474178,2,N
2016-07-13,2016,2,0.47499999999999987,0.05768913199539849,2.9079616253557745,2,N
2016-07-14,2016,2,0.47499999999999987,0.05553293374726831,2.902626263955544,2,N
2016-07-15,2016,2,0.47499999999999987,0.05623959634286857,2.899616643733566,2,N
2016-07-18,2016,2,0.47499999999999987,0.05161748344311068,2.8874160645517657,2,N
2016-07-19,2016,2,0.47499999999999987,0.04542683384574975,2.888749591488136,2,N
2016-07-20,2016,2,0.47499999999999987,0.04253226539741384,2.8809025938141652,2,N
2016-07-21,2016,2,0.47499999999999987,0.047410461085311884,2.8818355508196407,2,N
2016-07-22,2016,2,0.47499999999999987,0.037655474219085106,2.8695939784495503,2,N
2016-07-25,2016,2,0.47499999999999987,0.03669858426484596,2.865351007943608,2,N
2016-07-26,2016,2,0.47499999999999987,0.049102264320646904,2.891869695837367,2,N
2016-07-27,2016,2,0.47499999999999987,0.029244982506826833,2.8299494388814144,2,N
2016-07-28,2016,2,0.47499999999999987,0.03180781406530642,2.8381583227078284,2,N
2016-07-29,2016,2,0.47499999999999987,0.028044414246476412,2.8258820232548976,2,N
2016-08-01,2016,1,0.5833333333333333,0.019374465878083447,2.7990904918413118,1,N
2016-08-02,2016,1,0.5833333333333333,0.02132624930068938,2.810708385534191,1,N
2016-08-03,2016,1,0.5833333333333333,0.021648346274903085,2.8140215276757026,1,N
2016-08-04,2016,1,0.5833333333333333,0.023791085045125282,2.8262600738450603,1,N
2016-08-05,2016,1,0.5833333333333333,0.026868088732516338,2.8281060913468696,1,N
2016-08-08,2016,1,0.5833333333333333,0.034254738802366846,2.8480691904936144,1,N
2016-08-09,2016,1,0.5833333333333333,0.03771549563028542,2.8650898081955467,1,N
2016-08-10,2016,1,0.5833333333333333,0.033444409272507025,2.8561411533914662,1,N
2016-08-11,2016,1,0.5833333333333333,0.031057284490728643,2.8374759053120338,1,N
2016-08-12,2016,1,0.5833333333333333,0.047657757816450985,2.874351366870192,1,N
2016-08-15,2016,1,0.5833333333333333,0.07643093044174876,2.949765401972364,1,N
2016-08-16,2016,1,0.5833333333333333,0.07128378874191199,2.948163697647784,1,N
2016-08-17,2016,1,0.5833333333333333,0.06685049082766992,2.947316408556947,1,N
2016-08-18,2016,1,0.5833333333333333,0.06328807483845433,2.943966059797315,1,N
2016-08-19,2016,1,0.5833333333333333,0.06005978803467138,2.9438415400983233,1,N
2016-08-22,2016,1,0.5833333333333333,0.050785949978088496,2.9135375410078557,1,N
2016-08-23,2016,1,0.5833333333333333,0.04957498463136578,2.919318573549572,1,N
2016-08-24,2016,1,0.5833333333333333,0.043521176538728,2.9183161543461,1,N
2016-08-25,2016,1,0.5833333333333333,0.036920982338631614,2.901700257218891,1,N
2016-08-26,2016,1,0.5833333333333333,0.03459449454903529,2.9035794484358726,1,N
2016-08-29,2016,1,0.5833333333333333,0.03321580597970497,2.905409920873762,1,N
2016-08-30,2016,1,0.5833333333333333,0.03656929329359215,2.9133398892392806,1,N
2016-08-31,2016,1,0.5833333333333333,0.039740498416035,2.9165231058092878,1,N
2016-09-01,2016,1,0.5888888888888888,0.027770760627155777,2.891785701990927,1,N
2016-09-02,2016,1,0.5888888888888888,0.03134137910592116,2.89447057356601,1,N
2016-09-05,2016,1,0.5888888888888888,0.03187359418433333,2.9032789293158507,1,N
2016-09-06,2016,1,0.5888888888888888,0.03903508081108287,2.9372644358723345,1,N
2016-09-07,2016,1,0.5888888888888888,0.038150586306774814,2.936513239834568,1,N
2016-09-08,2016,1,0.5888888888888888,0.035065082938293024,2.9378571424324775,1,N
2016-09-09,2016,1,0.5888888888888888,0.028498506247132127,2.9192364021277477,1,N
2016-09-12,2016,1,0.5888888888888888,0.007119725067272986,2.856904656522643,1,N
2016-09-13,2016,1,0.5888888888888888,0.006070955034289227,2.8600041245079897,1,N
2016-09-14,2016,1,0.5888888888888888,-0.0008387223877357464,2.844600410304908,1,N
2016-09-19,2016,1,0.5888888888888888,0.004521310350141139,2.8628043508022256,1,N
2016-09-20,2016,1,0.5888888888888888,0.002162422176118728,2.8595013360072903,1,N
2016-09-21,2016,1,0.5888888888888888,0.005075315867844932,2.868097683742004,1,N
2016-09-22,2016,1,0.5888888888888888,0.010667791001928828,2.883640530301441,1,N
2016-09-23,2016,1,0.5888888888888888,0.007316228940906333,2.8779841848662713,1,N
2016-09-26,2016,1,0.5888888888888888,-0.010184692070799528,2.830891386525546,1,N
2016-09-27,2016,1,0.5888888888888888,-0.005780806044073383,2.8461722837103336,1,N
2016-09-28,2016,1,0.5888888888888888,-0.007715033561824902,2.8418060308001754,1,N
2016-09-29,2016,1,0.5888888888888888,-0.00366513842880134,2.8541292877277233,1,N
2016-09-30,2016,1,0.5888888888888888,-0.00109225679755387,2.8636865873263284,1,N
2016-10-10,2016,1,0.6611111111111114,0.009721568225679489,2.8967136928121255,1,N
2016-10-11,2016,1,0.6611111111111114,0.011411416084853743,2.9027423173805436,1,N
2016-10-12,2016,1,0.6611111111111114,0.008378133268135857,2.8982303632857027,1,N
2016-10-13,2016,1,0.6611111111111114,0.008161293331800712,2.8987566387230634,1,N
2016-10-14,2016,1,0.6611111111111114,0.010929564592648378,2.898059902104208,1,N
2016-10-17,2016,1,0.6611111111111114,0.001529853483102972,2.8725618238871613,1,N
2016-10-18,2016,1,0.6611111111111114,0.013833487466465622,2.9077297558961703,1,N
2016-10-19,2016,1,0.6611111111111114,0.012889867147779732,2.900461752205862,1,N
2016-10-20,2016,1,0.6611111111111114,0.01098715099788894,2.9065024333003207,1,N
2016-10-21,2016,1,0.6611111111111114,0.015553441172627247,2.9080181767267876,1,N
2016-10-24,2016,1,0.6611111111111114,0.027181073571347136,2.936705601109471,1,N
2016-10-25,2016,1,0.6611111111111114,0.023736883603250547,2.935071271622433,1,N
2016-10-26,2016,1,0.6611111111111114,0.020044116869056827,2.9248866208975004,1,N
2016-10-27,2016,1,0.6611111111111114,0.018088432550705802,2.920226636383211,1,N
2016-10-28,2016,1,0.6611111111111114,0.01585140752727532,2.907395450902279,1,N
2016-10-31,2016,1,0.6611111111111114,0.013101321462144933,2.904556745308748,1,N
2016-11-01,2016,1,0.6916666666666669,0.018540486278598722,2.922429221181442,1,N
2016-11-02,2016,1,0.6916666666666669,0.010845785094757643,2.902226119534248,1,N
2016-11-03,2016,1,0.6916666666666669,0.017655286854036056,2.9183923345260414,1,N
2016-11-04,2016,1,0.6916666666666669,0.01352745393620558,2.907425315514331,1,N
2016-11-07,2016,1,0.6916666666666669,0.013600880117429659,2.9031200796733074,1,N
2016-11-08,2016,1,0.6916666666666669,0.018100983825411587,2.9208527174054493,1,N
2016-11-09,2016,1,0.6916666666666669,0.013600598688027876,2.9065599130651028,1,N
2016-11-10,2016,1,0.6916666666666669,0.0232343284658858,2.929088684831566,1,N
2016-11-11,2016,1,0.6916666666666669,0.03116886143594022,2.941249164195945,1,N
2016-11-14,2016,1,0.6916666666666669,0.031646966984963054,2.938256906580811,1,N
2016-11-15,2016,1,0.6916666666666669,0.029778037677752556,2.9461980198072713,1,N
2016-11-16,2016,1,0.6916666666666669,0.029885763714218694,2.9503467411557938,1,N
2016-11-17,2016,1,0.6916666666666669,0.03197097289763873,2.946535904336541,1,N
2016-11-18,2016,1,0.6916666666666669,0.02816638776573277,2.9340163854075105,1,N
2016-11-21,2016,1,0.6916666666666669,0.03252753936351649,2.940813572630155,1,N
2016-11-22,2016,1,0.6916666666666669,0.04229469643275552,2.965792212350521,1,N
2016-11-23,2016,1,0.6916666666666669,0.043342388589394654,2.9635038364863497,1,N
2016-11-24,2016,1,0.6916666666666669,0.04552598827942478,2.9547631763239677,1,N
2016-11-25,2016,1,0.6916666666666669,0.055974072524165974,2.9776856590446665,1,N
2016-11-28,2016,1,0.6916666666666669,0.059458521348644267,2.986016787466509,1,N
2016-11-29,2016,1,0.6916666666666669,0.06629334778313356,2.995969878762842,1,N
2016-11-30,2016,1,0.6916666666666669,0.05538049592830219,2.983743371456403,1,N
2016-12-01,2016,1,0.661111111111111,0.0640240073797369,2.9988356832758005,1,N
2016-12-02,2016,1,0.661111111111111,0.051265250891900704,2.966071675499856,1,N
2016-12-05,2016,1,0.661111111111111,0.029353421643057764,2.93243326267331,1,N
2016-12-06,2016,1,0.661111111111111,0.02687275419734969,2.92679044666034,1,N
2016-12-07,2016,1,0.661111111111111,0.030776340806397462,2.938404867869615,1,N
2016-12-08,2016,1,0.661111111111111,0.03244458432012309,2.938749283088516,1,N
2016-12-09,2016,1,0.661111111111111,0.03752040166259607,2.9389154495477126,1,N
2016-12-12,2016,1,0.661111111111111,0.00979791030803634,2.8399347495587057,1,N
2016-12-13,2016,1,0.661111111111111,0.007976935385784367,2.8397600792631335,1,N
2016-12-14,2016,1,0.661111111111111,0.0004124629551154335,2.8206593149629424,1,N
2016-12-15,2016,1,0.661111111111111,-0.01132325905371756,2.8055298154096238,1,N
2016-12-16,2016,1,0.661111111111111,-0.011793309291885823,2.8120051450126446,1,N
2016-12-19,2016,1,0.661111111111111,-0.015024564314907507,2.803121853450168,1,N
2016-12-20,2016,1,0.661111111111111,-0.02251706138367815,2.789840788009231,1,N
2016-12-21,2016,1,0.661111111111111,-0.01208851433267566,2.8112453151925783,1,N
2016-12-22,2016,1,0.661111111111111,-0.014033836271070577,2.805026891094194,1,N
2016-12-23,2016,1,0.661111111111111,-0.021993559348672198,2.7837428184451034,1,N
2016-12-26,2016,1,0.661111111111111,-0.018937405074088365,2.7951231164577677,1,N
2016-12-27,2016,1,0.661111111111111,-0.020717511416741385,2.7909497576829554,1,N
2016-12-28,2016,1,0.661111111111111,-0.026210927945491402,2.779487151614899,1,N
2016-12-29,2016,1,0.661111111111111,-0.025832519483675376,2.781160353066471,1,N
2016-12-30,2016,1,0.661111111111111,-0.02513110545282482,2.785881670074414,1,N
2017-01-03,2017,1,0.6196222222222221,-0.014271205958919952,2.80460249436981,1,N
2017-01-04,2017,1,0.6196222222222221,-0.005842574296722414,2.8338216888386913,1,N
2017-01-05,2017,1,0.6196222222222221,-0.008156384374835346,2.82783379187798,1,N
2017-01-06,2017,1,0.6196222222222221,-0.011577027305668453,2.8125682461760557,1,N
2017-01-09,2017,1,0.6196222222222221,-0.008336319532218028,2.8191065678393037,1,N
2017-01-10,2017,1,0.6196222222222221,-0.01128983898611402,2.813160499326628,1,N
2017-01-11,2017,1,0.6196222222222221,-0.01856054563883902,2.7947948822307325,1,N
2017-01-12,2017,1,0.6196222222222221,-0.023440717288395474,2.7799257144429323,1,N
2017-01-13,2017,1,0.6196222222222221,-0.021705912276547168,2.7650769868309855,1,N
2017-01-16,2017,1,0.6196222222222221,-0.02277095589661482,2.730670040231199,1,N
2017-01-17,2017,1,0.6196222222222221,-0.021056774024176383,2.7492298513041225,1,N
2017-01-18,2017,1,0.6196222222222221,-0.014558622142665345,2.7510612502005314,1,N
2017-01-19,2017,1,0.6196222222222221,-0.01791054817123172,2.7423320604085064,1,N
2017-01-20,2017,1,0.6196222222222221,-0.009532256897570535,2.7718112063763027,1,N
2017-01-23,2017,1,0.6196222222222221,-0.02499656428489805,2.755382366018716,1,N
2017-01-24,2017,1,0.6196222222222221,-0.02426037371337464,2.7479915135782145,1,N
2017-01-25,2017,1,0.6196222222222221,-0.02115101475561576,2.7543730592423303,1,N
2017-01-26,2017,1,0.6196222222222221,-0.01705458054902642,2.765958382178102,1,N
2017-02-03,2017,1,0.6305555555555556,-0.022608278356707312,2.7596744869391197,1,N
2017-02-06,2017,1,0.6305555555555556,-0.022695094534905258,2.771179244735109,1,N
2017-02-07,2017,1,0.6305555555555556,-0.024191955081786398,2.765185770679249,1,N
2017-02-08,2017,1,0.6305555555555556,-0.01728856497225728,2.7839786156137016,1,N
2017-02-09,2017,1,0.6305555555555556,-0.01369767730866267,2.796621253756898,1,N
2017-02-10,2017,1,0.6305555555555556,-0.008281407460658197,2.7987956410698787,1,N
2017-02-13,2017,1,0.6305555555555556,-0.0028044940156972675,2.814921059595737,1,N
2017-02-14,2017,1,0.6305555555555556,-0.001390375433005242,2.8155114478283054,1,N
2017-02-15,2017,1,0.6305555555555556,-0.004589602262242809,2.7997946413394956,1,N
2017-02-16,2017,1,0.6305555555555556,-5.103494672864528e-06,2.8138733628318966,1,N
2017-02-17,2017,1,0.6305555555555556,-0.005465660946134321,2.7989871099034764,1,N
2017-02-20,2017,1,0.6305555555555556,0.010858149198839762,2.8338363560757314,1,N
2017-02-21,2017,1,0.6305555555555556,0.011252599829252974,2.8466793996899344,1,N
2017-02-22,2017,1,0.6305555555555556,0.014388682452803891,2.852658554026586,1,N
2017-02-23,2017,1,0.6305555555555556,0.010350806057866535,2.8495100940991436,1,N
2017-02-24,2017,1,0.6305555555555556,0.009869830297669191,2.85543949871987,1,N
2017-02-27,2017,1,0.6305555555555556,0.0027157591881907805,2.838312316802693,1,N
2017-02-28,2017,1,0.6305555555555556,0.0049395339981748165,2.8415931649949107,1,N
2017-03-01,2017,1,0.6287666666666665,0.006992524504215947,2.844024373786756,1,N
2017-03-02,2017,1,0.6287666666666665,0.004270814359053743,2.8351859717343992,1,N
2017-03-03,2017,1,0.6287666666666665,0.0014819947597497496,2.8351845304379766,1,N
2017-03-06,2017,1,0.6287666666666665,0.007190648045701353,2.8587910581409184,1,N
2017-03-07,2017,1,0.6287666666666665,0.009013338648654612,2.864121243100647,1,N
2017-03-08,2017,1,0.6287666666666665,0.010495252204604011,2.8578324322748285,1,N
2017-03-09,2017,1,0.6287666666666665,0.0019539028710302553,2.835670440978554,1,N
2017-03-10,2017,1,0.6287666666666665,0.0033961844039660516,2.838824808969557,1,N
2017-03-13,2017,1,0.6287666666666665,0.014731821313266558,2.871521259705269,1,N
2017-03-14,2017,1,0.6287666666666665,0.012444333008015951,2.861613003778559,1,N
2017-03-15,2017,1,0.6287666666666665,0.014209234891712441,2.863977065065446,1,N
2017-03-16,2017,1,0.6287666666666665,0.02015057106891005,2.8833311802407633,1,N
2017-03-17,2017,1,0.6287666666666665,0.008494775078079497,2.8543106234107634,1,N
2017-03-20,2017,1,0.6287666666666665,0.008854143926698477,2.858725149229903,1,N
2017-03-21,2017,1,0.6287666666666665,0.015493679266092908,2.8735438826076907,1,N
2017-03-22,2017,1,0.6287666666666665,0.009789565797136301,2.862787552582984,1,N
2017-03-23,2017,1,0.6287666666666665,0.012422140874631893,2.8697748945170694,1,N
2017-03-24,2017,1,0.6287666666666665,0.02159280850839762,2.89262714040079,1,N
2017-03-27,2017,1,0.6287666666666665,0.01636383064861069,2.8804998107343676,1,N
2017-03-28,2017,1,0.6287666666666665,0.014441149134784448,2.875764551871421,1,N
2017-03-29,2017,1,0.6287666666666665,0.011945151423319311,2.865488268132818,1,N
2017-03-30,2017,1,0.6287666666666665,0.0019283732045756175,2.8315932561881825,1,N
2017-03-31,2017,1,0.6287666666666665,0.00874673548091387,2.850045119447984,1,N
2017-04-05,2017,1,0.563477777777778,0.024630548470638836,2.8975357529541843,1,N
2017-04-06,2017,1,0.563477777777778,0.022910946576034652,2.896476767675796,1,N
2017-04-07,2017,1,0.563477777777778,0.02451457586108674,2.90440284268196,1,N
2017-04-10,2017,1,0.563477777777778,0.021463895569404867,2.8855308217010953,1,N
2017-04-11,2017,1,0.563477777777778,0.02355963423988139,2.8932704711372073,1,N
2017-04-12,2017,1,0.563477777777778,0.019372283486985165,2.8811172587462046,1,N
2017-04-13,2017,1,0.563477777777778,0.02264615129122216,2.8964158421126522,1,N
2017-04-14,2017,1,0.563477777777778,0.013719894800379162,2.870369998188877,1,N
2017-04-17,2017,1,0.563477777777778,0.00972020870904422,2.857204823506255,1,N
2017-04-18,2017,1,0.563477777777778,0.006955190562436542,2.8460353097735513,1,N
2017-04-19,2017,1,0.563477777777778,-0.0012155273488705376,2.8287989141633956,1,N
2017-04-20,2017,1,0.563477777777778,0.003910689508228815,2.8407612820844688,1,N
2017-04-21,2017,1,0.563477777777778,0.0044806226305411645,2.8350986975364765,1,N
2017-04-24,2017,1,0.563477777777778,-0.006438709280636501,2.7971708829188784,1,N
2017-04-25,2017,1,0.563477777777778,-0.003337913924339131,2.807901229374177,1,N
2017-04-26,2017,1,0.563477777777778,-0.0014072959751068037,2.814671275388623,1,N
2017-04-27,2017,1,0.563477777777778,-0.001217915130943381,2.8225182799590263,1,N
2017-04-28,2017,1,0.563477777777778,-0.005266726756907425,2.8216192175007513,1,N
2017-05-02,2017,2,0.523827777777778,-0.006903986087173686,2.8087644175900732,2,N
2017-05-03,2017,2,0.523827777777778,-0.01203211286878303,2.798925036651477,2,N
2017-05-04,2017,2,0.523827777777778,-0.01594211474933538,2.784388284162303,2,N
2017-05-05,2017,2,0.523827777777778,-0.022382864757469312,2.766407170263333,2,N
2017-05-08,2017,2,0.523827777777778,-0.030608246695750574,2.7429651703986515,2,N
2017-05-09,2017,2,0.523827777777778,-0.029518356084393793,2.749581265643671,2,N
2017-05-10,2017,2,0.523827777777778,-0.03263694632170411,2.7323824294756123,2,N
