Date,hs300,cyb,gold,bond
2015-09-09,1.549752,1.728648,0.880807,1.09676
2015-09-10,1.522287,1.689502,0.870526,1.09457
2015-09-11,1.525439,1.709964,0.870906,1.092188
2015-09-14,1.47186,1.539146,0.869002,1.093954
2015-09-15,1.428636,1.452847,0.868241,1.094348
2015-09-16,1.506078,1.597865,0.867098,1.094065
2015-09-17,1.476812,1.568505,0.877761,1.093783
2015-09-18,1.476362,1.623665,0.882711,1.093642
2015-09-21,1.503377,1.748221,0.893755,1.093833
2015-09-22,1.515083,1.725089,0.888423,1.093107
2015-09-23,1.479964,1.703737,0.885758,1.093268
2015-09-24,1.492571,1.719751,0.892612,1.093208
2015-09-25,1.460153,1.641459,0.898324,1.092834
2015-09-28,1.468708,1.760676,0.892993,1.093066
2015-09-29,1.440342,1.736655,0.881188,1.094358
2015-09-30,1.450248,1.72153,0.881188,1.097002
2015-10-08,1.502476,1.850534,0.893374,1.095872
2015-10-09,1.521387,1.870996,0.894897,1.088615
2015-10-12,1.584872,1.975089,0.904417,1.094469
2015-10-13,1.573615,1.980427,0.899086,1.093076
2015-10-14,1.556506,1.941281,0.912795,1.096316
2015-10-15,1.596578,2.044484,0.916603,1.09458
2015-10-16,1.61864,2.072064,0.914699,1.09019
2015-10-19,1.615939,2.040925,0.913176,1.090674
2015-10-20,1.6371,2.127224,0.911272,1.095973
2015-10-21,1.588023,1.975089,0.913557,1.095065
2015-10-22,1.608285,2.088968,0.909749,1.094126
2015-10-23,1.63665,2.159253,0.91508,1.095468
2015-10-26,1.639352,2.133452,0.908987,1.09673
2015-10-27,1.640252,2.174377,0.911653,1.098607
2015-10-28,1.611436,2.099644,0.916222,1.100525
2015-10-29,1.613688,2.092527,0.907845,1.097578
2015-10-30,1.614138,2.089858,0.895278,1.098153
2015-11-02,1.587123,2.05605,0.891089,1.098466
2015-11-03,1.574966,2.050712,0.886139,1.09783
2015-11-04,1.669518,2.214413,0.876238,1.094126
2015-11-05,1.696083,2.173488,0.868621,1.093985
2015-11-06,1.736605,2.266904,0.869002,1.092269
2015-11-09,1.754615,2.298043,0.856816,1.082095
2015-11-10,1.749662,2.321174,0.856816,1.084992
2015-11-11,1.747411,2.384342,0.856436,1.089191
2015-11-12,1.729401,2.355872,0.854151,1.090159
2015-11-13,1.712742,2.295374,0.8492,1.090059
2015-11-16,1.722647,2.375445,0.860625,1.090351
2015-11-17,1.716344,2.285587,0.847677,1.091542
2015-11-18,1.701486,2.238434,0.842346,1.089554
2015-11-19,1.72715,2.33452,0.845773,1.090149
2015-11-20,1.722197,2.353203,0.850724,1.09026
2015-11-23,1.713643,2.330071,0.842346,1.09025
2015-11-24,1.714993,2.369217,0.842346,1.092733
2015-11-25,1.725349,2.44306,0.847677,1.092784
2015-11-26,1.717244,2.379004,0.84425,1.095024
2015-11-27,1.624493,2.220641,0.840061,1.094499
2015-11-30,1.624944,2.241993,0.831302,1.095862
2015-12-01,1.637551,2.230427,0.843869,1.094398
2015-12-02,1.707789,2.183274,0.840823,1.096084
2015-12-03,1.711391,2.27847,0.830922,1.096437
2015-12-04,1.678973,2.25089,0.837776,1.096245
2015-12-07,1.682575,2.287367,0.853008,1.096801
2015-12-08,1.657362,2.251779,0.847296,1.097346
2015-12-09,1.659613,2.233096,0.849581,1.097204
2015-12-10,1.656461,2.247331,0.8492,1.097669
2015-12-11,1.648357,2.233096,0.8492,1.097689
2015-12-14,1.698784,2.273132,0.85377,1.096387
2015-12-15,1.682575,2.292705,0.847296,1.097134
2015-12-16,1.683026,2.30694,0.848058,1.097951
2015-12-17,1.714543,2.379004,0.848439,1.098314
2015-12-18,1.720846,2.373665,0.84425,1.10113
2015-12-21,1.765871,2.369217,0.852247,1.105379
2015-12-22,1.768122,2.362989,0.856436,1.104754
2015-12-23,1.765871,2.313167,0.854532,1.105178
2015-12-24,1.74471,2.33452,0.854912,1.106661
2015-12-25,1.753715,2.330961,0.856816,1.106177
2015-12-28,1.701036,2.269573,0.854532,1.11087
2015-12-29,1.716794,2.295374,0.856055,1.110194
2015-12-30,1.716344,2.317616,0.854912,1.109881
2015-12-31,1.701036,2.258897,0.849962,1.10865
2016-01-04,1.591625,2.051601,0.857197,1.105218
2016-01-05,1.588023,2.024021,0.864433,1.104562
2016-01-06,1.612787,2.064947,0.871668,1.104915
2016-01-07,1.568663,1.864769,0.890708,1.106086
2016-01-08,1.534444,1.890569,0.890327,1.1087
2016-01-11,1.455651,1.77847,0.893755,1.109205
2016-01-12,1.466006,1.811388,0.882711,1.112152
2016-01-13,1.445745,1.747331,0.875857,1.113484
2016-01-14,1.470059,1.843416,0.882331,1.112081
2016-01-15,1.426835,1.77669,0.87738,1.113121
2016-01-18,1.427735,1.841637,0.880807,1.11192
2016-01-19,1.468708,1.891459,0.880046,1.109003
2016-01-20,1.426835,1.854982,0.8869,1.108629
2016-01-21,1.385862,1.784698,0.894897,1.111193
2016-01-22,1.39937,1.816726,0.889185,1.111344
2016-01-25,1.404773,1.814947,0.890708,1.109881
2016-01-26,1.325529,1.679715,0.905941,1.110497
2016-01-27,1.311121,1.678826,0.904417,1.108488
2016-01-28,1.282756,1.608541,0.899086,1.107751
2016-01-29,1.319226,1.671708,0.899848,1.108256
2016-02-01,1.304818,1.685943,0.907464,1.108236
2016-02-02,1.332733,1.754448,0.909749,1.108084
2016-02-03,1.32643,1.768683,0.913557,1.109306
2016-02-04,1.343989,1.800712,0.921935,1.108942
2016-02-05,1.328231,1.77847,0.933359,1.109255
2016-02-15,1.323278,1.794484,0.969916,1.111324
2016-02-16,1.360648,1.867438,0.956588,1.111284
2016-02-17,1.374606,1.876335,0.964585,1.111314
2016-02-18,1.372805,1.859431,0.966108,1.110638
2016-02-19,1.369203,1.873665,0.980198,1.111617
2016-02-22,1.397569,1.905694,0.972963,1.111577
2016-02-23,1.386763,1.883452,0.973724,1.112202
2016-02-24,1.397118,1.865658,0.98134,1.113908
2016-02-25,1.307969,1.686833,0.99543,1.11303
2016-02-26,1.320576,1.692171,0.994669,1.113868
2016-02-29,1.289509,1.574733,0.985149,1.113979
2016-03-01,1.313823,1.622776,1.0,1.115563
2016-03-02,1.372805,1.701068,0.988195,1.115967
2016-03-03,1.369653,1.692171,0.996573,1.11524
2016-03-04,1.386312,1.61032,1.00952,1.114604
2016-03-07,1.397118,1.648577,1.008759,1.114241
2016-03-08,1.392166,1.679715,1.013709,1.114463
2016-03-09,1.371454,1.644128,1.003046,1.11526
2016-03-10,1.352994,1.632562,0.996954,1.116663
2016-03-11,1.350293,1.631673,1.00952,1.119671
2016-03-14,1.379559,1.712633,0.999238,1.116996
2016-03-15,1.375056,1.682384,0.979436,1.116633
2016-03-16,1.384061,1.670819,0.986672,1.1185
2016-03-17,1.406574,1.771352,0.996573,1.11849
2016-03-18,1.426385,1.846975,0.996573,1.11848
2016-03-21,1.457902,1.882562,0.98096,1.11742
2016-03-22,1.447996,1.867438,0.988957,1.118591
2016-03-23,1.450698,1.911032,0.978675,1.119802
2016-03-24,1.428186,1.868327,0.964966,1.122265
2016-03-25,1.434039,1.867438,0.970678,1.123486
2016-03-28,1.420531,1.844306,0.967631,1.12391
2016-03-29,1.408825,1.814057,0.969916,1.124334
2016-03-30,1.447546,1.898577,0.978675,1.12495
2016-03-31,1.444845,1.885231,0.970297,1.124647
2016-04-01,1.449347,1.865658,0.97639,1.127796
2016-04-05,1.463305,1.928826,0.97182,1.12614
2016-04-06,1.460603,1.940391,0.972582,1.126463
2016-04-07,1.442593,1.908363,0.972201,1.125585
2016-04-08,1.430437,1.890569,0.978675,1.125555
2016-04-11,1.446195,1.930605,0.987433,1.125585
2016-04-12,1.444394,1.923488,0.992765,1.125313
2016-04-13,1.462855,1.936833,0.984006,1.123415
2016-04-14,1.468258,1.967972,0.976009,1.121821
2016-04-15,1.469608,1.952847,0.975628,1.12176
2016-04-18,1.448897,1.921708,0.97639,1.122467
2016-04-19,1.450698,1.922598,0.985529,1.122931
2016-04-20,1.425484,1.80605,0.987814,1.121609
2016-04-21,1.41873,1.782028,1.0,1.116805
2016-04-22,1.425034,1.813167,0.987053,1.116522
2016-04-25,1.420531,1.799822,0.981721,1.110517
2016-04-26,1.428636,1.827402,0.979817,1.112222
2016-04-27,1.421882,1.815836,0.99048,1.113212
2016-04-28,1.420982,1.822064,0.99505,1.116714
2016-04-29,1.419181,1.808719,1.012947,1.117168
2016-05-03,1.446646,1.879004,1.028941,1.117804
2016-05-04,1.441243,1.870107,1.019421,1.117582
2016-05-05,1.441243,1.882562,1.01866,1.118319
2016-05-06,1.408375,1.795374,1.020564,1.117612
2016-05-09,1.379559,1.739324,1.016756,1.1185
2016-05-10,1.378208,1.734875,1.011805,1.120125
2016-05-11,1.383611,1.717082,1.016375,1.120781
2016-05-12,1.388564,1.718861,1.012947,1.122749
2016-05-13,1.383611,1.708185,1.021325,1.123375
2016-05-16,1.389014,1.737544,1.026276,1.120569
2016-05-17,1.386763,1.758897,1.021325,1.120751
2016-05-18,1.377758,1.709075,1.020944,1.119621
2016-05-19,1.375056,1.724199,1.005331,1.118642
2016-05-20,1.384061,1.744662,1.00457,1.120105
2016-05-23,1.386312,1.772242,1.003427,1.119156
2016-05-24,1.377758,1.757117,0.998858,1.119287
2016-05-25,1.376857,1.748221,0.982864,1.119832
2016-05-26,1.376857,1.766014,0.986672,1.119126
2016-05-27,1.377758,1.75089,0.982483,1.119257
2016-05-30,1.378658,1.742883,0.972582,1.118823
2016-05-31,1.426835,1.840747,0.98096,1.119207
2016-06-01,1.420982,1.838968,0.982102,1.119338
2016-06-02,1.422332,1.857651,0.982864,1.118288
2016-06-03,1.438991,1.876335,0.980198,1.117834
2016-06-06,1.430437,1.870107,0.998096,1.117996
2016-06-07,1.430437,1.866548,0.999619,1.118228
2016-06-08,1.428636,1.86121,1.007616,1.119267
2016-06-13,1.38181,1.75,1.037319,1.119398
2016-06-14,1.387663,1.75,1.034653,1.121094
2016-06-15,1.406123,1.814947,1.039604,1.121235
2016-06-16,1.397569,1.787367,1.057502,1.122093
2016-06-17,1.403422,1.809609,1.033892,1.122558
2016-06-20,1.403872,1.80605,1.034653,1.121548
2016-06-21,1.40072,1.785587,1.032749,1.12169
2016-06-22,1.409275,1.828292,1.01866,1.122346
2016-06-23,1.404773,1.824733,1.020944,1.122891
2016-06-24,1.389914,1.817616,1.068165,1.124576
2016-06-27,1.407474,1.876335,1.076923,1.126908
2016-06-28,1.414678,1.893238,1.072734,1.126665
2016-06-29,1.420982,1.887011,1.077685,1.125858
2016-06-30,1.423233,1.896797,1.073115,1.125949
2016-07-01,1.421882,1.882562,1.088347,1.128886
2016-07-04,1.445745,1.91548,1.10396,1.128886
2016-07-05,1.449347,1.911032,1.100533,1.128956
2016-07-06,1.456551,1.911032,1.122239,1.130319
2016-07-07,1.458352,1.904804,1.11805,1.131419
2016-07-08,1.452949,1.908363,1.110434,1.130379
2016-07-11,1.456551,1.890569,1.120335,1.130016
2016-07-12,1.493471,1.91726,1.111577,1.129562
2016-07-13,1.496623,1.946619,1.101295,1.128997
2016-07-14,1.494372,1.948399,1.093679,1.1293
2016-07-15,1.496173,1.925267,1.094821,1.130662
2016-07-18,1.49077,1.911032,1.091013,1.130935
2016-07-19,1.483116,1.933274,1.092917,1.131702
2016-07-20,1.479964,1.926157,1.088347,1.132378
2016-07-21,1.488068,1.927936,1.077685,1.133024
2016-07-22,1.475011,1.91637,1.083016,1.132822
2016-07-25,1.474561,1.909253,1.077685,1.132691
2016-07-26,1.493471,1.941281,1.079208,1.133397
2016-07-27,1.466006,1.83363,1.07997,1.133609
2016-07-28,1.470059,1.818505,1.095202,1.133902
2016-07-29,1.465106,1.80694,1.088728,1.134639
2016-08-01,1.452949,1.790925,1.095583,1.13695
2016-08-02,1.456551,1.801601,1.102437,1.136617
2016-08-03,1.458352,1.794484,1.108911,1.136728
2016-08-04,1.462855,1.814947,1.097106,1.136163
2016-08-05,1.468708,1.798932,1.111196,1.137646
2016-08-08,1.480864,1.815836,1.087966,1.138373
2016-08-09,1.487618,1.83363,1.087205,1.14023
2016-08-10,1.483116,1.817616,1.102818,1.141774
2016-08-11,1.481315,1.794484,1.093298,1.141098
2016-08-12,1.507429,1.810498,1.092917,1.140856
2016-08-15,1.552004,1.870996,1.090632,1.139201
2016-08-16,1.547501,1.872776,1.094821,1.140725
2016-08-17,1.543899,1.879004,1.08949,1.140947
2016-08-18,1.541648,1.875445,1.095202,1.140281
2016-08-19,1.539847,1.879004,1.095583,1.138938
2016-08-22,1.529041,1.843416,1.087205,1.139988
2016-08-23,1.529941,1.854093,1.089109,1.139362
2016-08-24,1.523638,1.866548,1.08949,1.137222
2016-08-25,1.515534,1.857651,1.08035,1.137273
2016-08-26,1.513733,1.863879,1.081874,1.138555
2016-08-29,1.513282,1.869217,1.077685,1.138979
2016-08-30,1.519586,1.871886,1.07997,1.138363
2016-08-31,1.525889,1.867438,1.075019,1.138444
2016-09-01,1.50968,1.854093,1.071973,1.137071
2016-09-02,1.516434,1.851423,1.074257,1.13697
2016-09-05,1.519586,1.857651,1.085682,1.137192
2016-09-06,1.532643,1.893238,1.086062,1.135658
2016-09-07,1.533543,1.880783,1.100914,1.136011
2016-09-08,1.531292,1.893238,1.100152,1.136455
2016-09-09,1.523638,1.876335,1.093679,1.138131
2016-09-12,1.493471,1.83274,1.086062,1.136778
2016-09-13,1.493471,1.828292,1.087966,1.137313
2016-09-14,1.484466,1.824733,1.082635,1.138312
2016-09-19,1.493922,1.843416,1.076161,1.138585
2016-09-20,1.492121,1.838078,1.078065,1.139201
2016-09-21,1.497974,1.839858,1.080731,1.139019
2016-09-22,1.507879,1.843416,1.088728,1.138979
2016-09-23,1.504277,1.837189,1.089871,1.139211
2016-09-26,1.479063,1.807829,1.090251,1.139514
2016-09-27,1.486718,1.822954,1.088347,1.139695
2016-09-28,1.484466,1.823843,1.08035,1.140371
2016-09-29,1.49122,1.830961,1.078446,1.141441
2016-09-30,1.495723,1.83452,1.082635,1.142077
2016-10-10,1.512832,1.885231,1.04227,1.142259
2016-10-11,1.516434,1.884342,1.039985,1.142481
2016-10-12,1.512832,1.882562,1.0377,1.142491
2016-10-13,1.512832,1.879893,1.041127,1.142784
2016-10-14,1.517335,1.871886,1.037319,1.143692
2016-10-17,1.503377,1.849644,1.041127,1.144681
2016-10-18,1.522287,1.874555,1.043412,1.144832
2016-10-19,1.521387,1.86121,1.043412,1.145277
2016-10-20,1.519136,1.869217,1.051409,1.146619
2016-10-21,1.52679,1.859431,1.047601,1.148183
2016-10-24,1.54525,1.876335,1.051028,1.148133
2016-10-25,1.541198,1.876335,1.054836,1.147033
2016-10-26,1.536695,1.862989,1.059787,1.145478
2016-10-27,1.534444,1.86121,1.055598,1.143853
2016-10-28,1.532193,1.842527,1.05674,1.145781
2016-10-31,1.529041,1.842527,1.061691,1.145166
2016-11-01,1.538496,1.852313,1.06588,1.145549
2016-11-02,1.52814,1.827402,1.0754,1.144641
2016-11-03,1.539847,1.83452,1.075019,1.145327
2016-11-04,1.534894,1.829181,1.067784,1.146659
2016-11-07,1.536245,1.817616,1.063214,1.145478
2016-11-08,1.544349,1.835409,1.065499,1.145408
2016-11-09,1.538496,1.807829,1.091013,1.14569
2016-11-10,1.554255,1.826512,1.071211,1.145055
2016-11-11,1.567762,1.83274,1.054455,1.145226
2016-11-14,1.570014,1.841637,1.021706,1.142319
2016-11-15,1.568213,1.858541,1.031607,1.139584
2016-11-16,1.568663,1.86032,1.036558,1.139715
2016-11-17,1.572265,1.845196,1.034273,1.137747
2016-11-18,1.566862,1.841637,1.023229,1.135456
2016-11-21,1.574066,1.83363,1.031607,1.136193
2016-11-22,1.589824,1.855872,1.033892,1.137394
2016-11-23,1.592526,1.846085,1.034653,1.13808
2016-11-24,1.597028,1.827402,1.022087,1.135991
2016-11-25,1.614588,1.846975,1.013709,1.133397
2016-11-28,1.621792,1.842527,1.019802,1.133609
2016-11-29,1.634399,1.844306,1.015232,1.127422
2016-11-30,1.619541,1.86121,1.009901,1.127311
2016-12-01,1.634849,1.858541,1.005331,1.12714
2016-12-02,1.616839,1.828292,1.00457,1.127412
2016-12-05,1.584421,1.828292,1.001142,1.127008
2016-12-06,1.58172,1.811388,1.0,1.125767
2016-12-07,1.588924,1.818505,0.998096,1.125333
2016-12-08,1.592526,1.80427,1.006855,1.126201
2016-12-09,1.601531,1.790925,1.006474,1.125686
2016-12-12,1.559208,1.692171,1.001523,1.117652
2016-12-13,1.556956,1.690391,1.002285,1.114231
2016-12-14,1.54615,1.672598,1.009139,1.110517
2016-12-15,1.528591,1.684164,0.995811,1.091895
2016-12-16,1.528591,1.697509,0.990861,1.096528
2016-12-19,1.524088,1.686833,0.995811,1.102977
2016-12-20,1.512832,1.687722,0.99048,1.101958
2016-12-21,1.529491,1.69395,0.988195,1.109043
2016-12-22,1.52679,1.687722,0.98134,1.111718
2016-12-23,1.514633,1.66726,0.983625,1.108973
2016-12-26,1.520036,1.677936,0.987053,1.108993
2016-12-27,1.517785,1.673488,0.988195,1.110174
2016-12-28,1.50968,1.663701,0.991241,1.112636
2016-12-29,1.510581,1.669039,0.996192,1.117087
2016-12-30,1.511932,1.673488,1.003808,1.117471
2017-01-03,1.529041,1.673488,1.0,1.11744
2017-01-04,1.542548,1.696619,1.00457,1.116159
2017-01-05,1.539397,1.691281,1.003808,1.116421
2017-01-06,1.534444,1.677936,1.002666,1.116401
2017-01-09,1.539847,1.670819,1.007235,1.116895
2017-01-10,1.535795,1.662811,1.01409,1.117329
2017-01-11,1.524538,1.652135,1.014471,1.116875
2017-01-12,1.516884,1.645018,1.017136,1.117541
2017-01-13,1.519586,1.619217,1.013709,1.117824
2017-01-16,1.517785,1.562278,1.021325,1.11409
2017-01-17,1.520036,1.589858,1.025895,1.114544
2017-01-18,1.529941,1.572064,1.022468,1.115664
2017-01-19,1.524538,1.572954,1.013709,1.117531
2017-01-20,1.537596,1.602313,1.015994,1.119106
2017-01-23,1.513282,1.607651,1.020944,1.121811
2017-01-24,1.514183,1.588968,1.019421,1.119116
2017-01-25,1.518685,1.596085,1.00952,1.117309
2017-01-26,1.524989,1.604982,1.005712,1.119055
2017-02-03,1.515984,1.603203,1.018279,1.118561
2017-02-06,1.515534,1.619217,1.028561,1.11743
2017-02-07,1.512832,1.607651,1.036558,1.117229
2017-02-08,1.523188,1.620996,1.036558,1.117017
2017-02-09,1.528591,1.630783,1.043412,1.11626
2017-02-10,1.536695,1.622776,1.032749,1.113232
2017-02-13,1.5448,1.630783,1.035415,1.113969
2017-02-14,1.546601,1.625445,1.035796,1.11411
2017-02-15,1.541198,1.6121,1.030845,1.11627
2017-02-16,1.547951,1.616548,1.0377,1.118581
2017-02-17,1.538946,1.602313,1.04227,1.118096
2017-02-20,1.56416,1.616548,1.039604,1.11744
2017-02-21,1.564611,1.63879,1.041889,1.117965
2017-02-22,1.569113,1.635231,1.041508,1.119298
2017-02-23,1.562359,1.644128,1.043031,1.121023
2017-02-24,1.561009,1.653915,1.05674,1.11954
2017-02-27,1.548852,1.643238,1.060168,1.120428
2017-02-28,1.551103,1.642349,1.056359,1.121629
2017-03-01,1.552904,1.645907,1.049124,1.121912
2017-03-02,1.547501,1.6379,1.050267,1.119943
2017-03-03,1.541648,1.645018,1.04227,1.120509
2017-03-06,1.549302,1.675267,1.043031,1.119509
2017-03-07,1.551553,1.685943,1.039223,1.119732
2017-03-08,1.553354,1.676157,1.034653,1.119812
2017-03-09,1.539397,1.662811,1.031226,1.119096
2017-03-10,1.540747,1.661922,1.024372,1.11627
2017-03-13,1.557407,1.681495,1.035034,1.114826
2017-03-14,1.553805,1.668149,1.031607,1.116865
2017-03-15,1.556506,1.669039,1.031607,1.115805
2017-03-16,1.565961,1.674377,1.04722,1.119116
2017-03-17,1.548402,1.656584,1.048743,1.119328
2017-03-20,1.549302,1.663701,1.053313,1.119691
2017-03-21,1.560108,1.671708,1.047601,1.118086
2017-03-22,1.552004,1.658363,1.057121,1.118006
2017-03-23,1.556506,1.659253,1.058264,1.11849
2017-03-24,1.571364,1.674377,1.055979,1.12064
2017-03-27,1.56416,1.658363,1.06626,1.121205
2017-03-28,1.561909,1.657473,1.063595,1.119489
2017-03-29,1.558757,1.641459,1.060929,1.11961
2017-03-30,1.543899,1.612989,1.060168,1.116532
2017-03-31,1.555155,1.624555,1.051409,1.11849
2017-04-05,1.580819,1.655694,1.063214,1.118389
2017-04-06,1.579018,1.653915,1.063976,1.119277
2017-04-07,1.58217,1.659253,1.073496,1.119711
2017-04-10,1.578118,1.629893,1.069307,1.120186
2017-04-11,1.58217,1.633452,1.071592,1.11955
2017-04-12,1.576317,1.618327,1.082254,1.119287
2017-04-13,1.58217,1.632562,1.086443,1.119459
2017-04-14,1.569113,1.61032,1.088728,1.119701
2017-04-17,1.56371,1.592527,1.086062,1.117249
2017-04-18,1.560108,1.576512,1.082635,1.11627
2017-04-19,1.547951,1.568505,1.081874,1.114816
2017-04-20,1.556506,1.574733,1.07997,1.11413
2017-04-21,1.557857,1.566726,1.076542,1.112979
2017-04-24,1.541198,1.545374,1.068165,1.110557
2017-04-25,1.54615,1.549822,1.068926,1.1109
2017-04-26,1.549752,1.550712,1.063976,1.111052
2017-04-27,1.550653,1.569395,1.067022,1.109679
2017-04-28,1.5448,1.580961,1.07083,1.110103
2017-05-02,1.542548,1.577402,1.061691,1.110719
2017-05-03,1.534894,1.568505,1.061691,1.109296
2017-05-04,1.529041,1.573843,1.045316,1.106056
2017-05-05,1.519136,1.550712,1.046078,1.104895
2017-05-08,1.506078,1.52669,1.04265,1.10214
2017-05-09,1.507429,1.535587,1.043793,1.102442
2017-05-10,1.502026,1.512456,1.038081,1.098325
2017-05-11,1.50968,1.508897,1.039985,1.099556
2017-05-12,1.521837,1.510676,1.043031,1.099112
2017-05-15,1.52814,1.516014,1.04722,1.100454
2017-05-16,1.54615,1.548932,1.049886,1.09892
2017-05-17,1.535795,1.550712,1.054075,1.098153
2017-05-18,1.529041,1.546263,1.062833,1.10001
2017-05-19,1.531742,1.534698,1.060168,1.096468
2017-05-22,1.533093,1.522242,1.062452,1.095438
2017-05-23,1.539847,1.495552,1.067403,1.095176
2017-05-24,1.539847,1.515125,1.055598,1.097184
2017-05-25,1.572715,1.515125,1.060168,1.10214
2017-05-26,1.570014,1.502669,1.061691,1.100616
2017-05-31,1.570914,1.505338,1.05674,1.102483
2017-06-01,1.574516,1.477758,1.057502,1.105299
2017-06-02,1.570464,1.492883,1.055217,1.107479
2017-06-05,1.560108,1.502669,1.068165,1.108417
2017-06-06,1.572265,1.505338,1.074638,1.107489
2017-06-07,1.593877,1.539146,1.075019,1.106641
2017-06-08,1.605133,1.532028,1.068545,1.105743
2017-06-09,1.615038,1.534698,1.058644,1.107085
2017-06-12,1.611887,1.514235,1.054836,1.10873
2017-06-13,1.615038,1.532918,1.05674,1.109154
2017-06-14,1.598829,1.530249,1.059406,1.110244
2017-06-15,1.593426,1.551601,1.050647,1.111304
2017-06-16,1.590725,1.547153,1.049124,1.10982
2017-06-19,1.608735,1.553381,1.048363,1.111395
2017-06-20,1.603782,1.55516,1.044554,1.11201
2017-06-21,1.624043,1.559609,1.045316,1.110174
2017-06-22,1.625844,1.534698,1.051028,1.108387
2017-06-23,1.641603,1.545374,1.052551,1.108367
2017-06-26,1.661864,1.55605,1.052551,1.109164
2017-06-27,1.662765,1.553381,1.047601,1.111102
2017-06-28,1.651508,1.542705,1.046078,1.110628
2017-06-29,1.661414,1.549822,1.043412,1.109326
2017-06-30,1.658712,1.55516,1.033511,1.107469
2017-07-03,1.651508,1.569395,1.030845,1.108387
2017-07-04,1.638001,1.561388,1.023991,1.109084
2017-07-05,1.659163,1.566726,1.02361,1.108226
2017-07-06,1.657812,1.559609,1.025895,1.110133
2017-07-07,1.656911,1.55694,1.022848,1.110002
2017-07-10,1.658712,1.52669,1.012186,1.108771
2017-07-11,1.67222,1.508897,1.015613,1.109306
2017-07-12,1.662314,1.509786,1.01904,1.109265
2017-07-13,1.679424,1.5,1.022087,1.108367
2017-07-14,1.69068,1.478648,1.01866,1.108074
2017-07-17,1.667717,1.396797,1.026276,1.108579
2017-07-18,1.668618,1.404804,1.031226,1.105743
2017-07-19,1.703287,1.41726,1.031607,1.1065
2017-07-20,1.711391,1.414591,1.031226,1.107267
2017-07-21,1.702837,1.41548,1.037319,1.10763
2017-07-24,1.711391,1.422598,1.038462,1.107055
2017-07-25,1.698334,1.422598,1.040746,1.106581
2017-07-26,1.688879,1.412811,1.031988,1.106621
2017-07-27,1.693832,1.481317,1.043031,1.106904
2017-07-28,1.700135,1.465302,1.041508,1.106944
2017-07-31,1.706439,1.469751,1.044174,1.106984
2017-08-01,1.719946,1.467972,1.045316,1.107832
2017-08-02,1.719946,1.457295,1.044174,1.107883
2017-08-03,1.702837,1.468861,1.039985,1.107893
2017-08-04,1.692481,1.455516,1.046458,1.109134
2017-08-07,1.702837,1.468861,1.0377,1.108892
2017-08-08,1.703287,1.492883,1.035796,1.107792
2017-08-09,1.701936,1.490214,1.038462,1.107832
2017-08-10,1.698334,1.484875,1.046839,1.107953
2017-08-11,1.665916,1.475979,1.052171,1.108851
2017-08-14,1.686628,1.514235,1.051028,1.109346
2017-08-15,1.69113,1.517794,1.043412,1.111213
2017-08-16,1.688429,1.543594,1.040746,1.108609
2017-08-17,1.701486,1.553381,1.051028,1.109649
2017-08-18,1.702386,1.541815,1.052171,1.109841
2017-08-21,1.70959,1.545374,1.047982,1.109447
2017-08-22,1.712292,1.535587,1.046839,1.109477
2017-08-23,1.716794,1.52758,1.04722,1.110214
2017-08-24,1.707789,1.516904,1.047601,1.110143
2017-08-25,1.737506,1.532918,1.046839,1.110396
2017-08-28,1.757317,1.561388,1.05179,1.110073
2017-08-29,1.753715,1.550712,1.063214,1.109841
2017-08-30,1.751914,1.562278,1.051028,1.109568
2017-08-31,1.748762,1.570285,1.049505,1.109114
2017-09-01,1.751013,1.580071,1.05674,1.109719
2017-09-04,1.757317,1.597865,1.064737,1.110153
2017-09-05,1.76362,1.597865,1.063214,1.109437
2017-09-06,1.758217,1.612989,1.064356,1.110153
2017-09-07,1.750563,1.601423,1.060929,1.110648
2017-09-08,1.748762,1.593416,1.063976,1.111738
2017-09-11,1.751463,1.607651,1.059025,1.11191
2017-09-12,1.755966,1.595196,1.054455,1.111667
2017-09-13,1.757317,1.598754,1.055979,1.110658
2017-09-14,1.751463,1.589858,1.054075,1.111344
2017-09-15,1.754165,1.585409,1.058644,1.111122
2017-09-18,1.760919,1.608541,1.050267,1.110355
2017-09-19,1.749662,1.592527,1.050647,1.110426
2017-09-20,1.757767,1.602313,1.05179,1.109144
2017-09-21,1.758217,1.58363,1.040746,1.108761
2017-09-22,1.753264,1.577402,1.04265,1.109084
2017-09-25,1.74606,1.55694,1.041127,1.109649
2017-09-26,1.746961,1.553381,1.055598,1.109861
2017-09-27,1.748312,1.563167,1.046458,1.109053
2017-09-28,1.751013,1.566726,1.040366,1.109285
2017-09-29,1.756866,1.58363,1.044174,1.108902
2017-10-09,1.775326,1.601423,1.039223,1.1087
2017-10-10,1.777578,1.626335,1.039604,1.109003
2017-10-11,1.784331,1.613879,1.037319,1.109134
2017-10-12,1.791986,1.61121,1.041127,1.108851
2017-10-13,1.795588,1.637011,1.041127,1.108771
2017-10-16,1.789284,1.597865,1.046458,1.108024
2017-10-17,1.788384,1.588968,1.041508,1.107943
2017-10-18,1.79919,1.581851,1.039223,1.106338
2017-10-19,1.794237,1.579181,1.037319,1.107186
2017-10-20,1.793336,1.596085,1.036938,1.107338
2017-10-23,1.798739,1.606762,1.03313,1.106782
2017-10-24,1.810446,1.6121,1.036938,1.106712
2017-10-25,1.816299,1.617438,1.032749,1.106328
