code,date,score,year,tier,cluster
688636,2025-12-17,3,2025,ge3,td60
688636,2026-04-22,3,2026,ge3,td60
688636,2024-11-13,4,2024,ge4,td60
688636,2025-02-27,4,2025,ge4,td60
688636,2025-08-07,4,2025,ge4,td60
688636,2025-12-29,5,2025,ge4,td60
301662,2025-05-23,3,2025,ge3,td60
301662,2025-08-29,3,2025,ge3,td60
301662,2026-01-12,3,2026,ge3,td60
301662,2026-04-24,3,2026,ge3,td60
301662,2025-05-28,4,2025,ge4,td60
301662,2025-09-03,5,2025,ge4,td60
301662,2026-01-16,4,2026,ge4,td60
301662,2026-05-12,4,2026,ge4,td60
002943,2025-02-26,3,2025,ge3,td60
002943,2025-05-27,5,2025,ge3,td60
002943,2025-08-20,4,2025,ge3,td60
002943,2025-12-22,3,2025,ge3,td60
002943,2026-04-20,4,2026,ge3,td60
002943,2025-03-12,4,2025,ge4,td60
002943,2025-08-13,4,2025,ge4,td60
002943,2026-01-13,4,2026,ge4,td60
002943,2026-04-20,4,2026,ge4,td60
688377,2024-11-11,3,2024,ge3,td60
688377,2025-04-02,3,2025,ge3,td60
688377,2025-07-03,4,2025,ge3,td60
688377,2025-09-26,3,2025,ge3,td60
688377,2026-01-23,4,2026,ge3,td60
688377,2026-05-15,3,2026,ge3,td60
688377,2024-12-11,5,2024,ge4,td60
688377,2025-06-09,4,2025,ge4,td60
688377,2025-09-01,4,2025,ge4,td60
688377,2026-01-23,4,2026,ge4,td60
688516,2025-02-27,4,2025,ge3,td60
688516,2025-08-11,3,2025,ge3,td60
688516,2025-12-22,3,2025,ge3,td60
688516,2026-05-08,3,2026,ge3,td60
688516,2025-02-27,4,2025,ge4,td60
688516,2025-08-19,4,2025,ge4,td60
688516,2025-12-25,4,2025,ge4,td60
301413,2024-11-11,3,2024,ge3,td60
301413,2025-02-12,5,2025,ge3,td60
301413,2025-07-21,3,2025,ge3,td60
301413,2025-10-24,3,2025,ge3,td60
301413,2026-01-20,4,2026,ge3,td60
301413,2026-05-20,5,2026,ge3,td60
301413,2024-11-13,5,2024,ge4,td60
301413,2025-02-14,4,2025,ge4,td60
301413,2025-07-29,4,2025,ge4,td60
301413,2026-01-12,4,2026,ge4,td60
301413,2026-05-20,5,2026,ge4,td60
688191,2024-11-13,4,2024,ge3,td60
688191,2025-02-14,4,2025,ge3,td60
688191,2025-06-06,3,2025,ge3,td60
688191,2025-09-18,4,2025,ge3,td60
688191,2026-01-16,3,2026,ge3,td60
688191,2026-05-08,4,2026,ge3,td60
688191,2024-11-13,4,2024,ge4,td60
688191,2025-02-14,4,2025,ge4,td60
688191,2025-07-24,5,2025,ge4,td60
688191,2025-10-24,4,2025,ge4,td60
688191,2026-01-20,5,2026,ge4,td60
688191,2026-05-12,5,2026,ge4,td60
600785,2024-11-07,3,2024,ge3,td60
600785,2025-02-20,3,2025,ge3,td60
600785,2025-08-20,3,2025,ge3,td60
600785,2025-12-22,4,2025,ge3,td60
600785,2026-05-07,3,2026,ge3,td60
600785,2024-12-11,5,2024,ge4,td60
600785,2025-04-22,4,2025,ge4,td60
600785,2025-08-25,4,2025,ge4,td60
600785,2025-12-22,4,2025,ge4,td60
600363,2024-11-15,3,2024,ge3,td60
600363,2025-03-04,3,2025,ge3,td60
600363,2025-06-11,3,2025,ge3,td60
600363,2025-09-05,3,2025,ge3,td60
600363,2026-01-13,4,2026,ge3,td60
600363,2026-08-10,3,2026,ge3,td60
600363,2025-03-14,4,2025,ge4,td60
600363,2025-08-20,4,2025,ge4,td60
600363,2026-01-13,4,2026,ge4,td60
688399,2025-02-18,4,2025,ge3,td60
688399,2025-07-14,3,2025,ge3,td60
688399,2025-10-29,4,2025,ge3,td60
688399,2026-01-23,5,2026,ge3,td60
688399,2026-04-28,4,2026,ge3,td60
688399,2025-02-18,4,2025,ge4,td60
688399,2025-08-01,4,2025,ge4,td60
688399,2026-01-14,4,2026,ge4,td60
688399,2026-04-24,4,2026,ge4,td60
688196,2024-11-20,3,2024,ge3,td60
688196,2025-02-25,4,2025,ge3,td60
688196,2025-06-10,5,2025,ge3,td60
688196,2025-09-04,3,2025,ge3,td60
688196,2025-12-15,3,2025,ge3,td60
688196,2024-11-26,4,2024,ge4,td60
688196,2025-02-28,4,2025,ge4,td60
688196,2025-06-10,5,2025,ge4,td60
688196,2025-09-08,4,2025,ge4,td60
688196,2025-12-19,4,2025,ge4,td60
688175,2024-11-05,3,2024,ge3,td60
688175,2025-02-19,3,2025,ge3,td60
688175,2025-05-20,4,2025,ge3,td60
688175,2025-08-13,4,2025,ge3,td60
688175,2025-11-14,5,2025,ge3,td60
688175,2026-02-10,4,2026,ge3,td60
688175,2024-11-13,5,2024,ge4,td60
688175,2025-05-08,4,2025,ge4,td60
688175,2025-08-07,4,2025,ge4,td60
688175,2025-11-14,5,2025,ge4,td60
688175,2026-02-10,4,2026,ge4,td60
301061,2024-12-23,3,2024,ge3,td60
301061,2025-05-09,3,2025,ge3,td60
301061,2025-08-05,3,2025,ge3,td60
301061,2025-12-05,4,2025,ge3,td60
301061,2026-08-11,3,2026,ge3,td60
301061,2024-12-24,4,2024,ge4,td60
301061,2025-05-12,4,2025,ge4,td60
301061,2025-08-07,4,2025,ge4,td60
301061,2025-12-05,4,2025,ge4,td60
688215,2024-11-13,4,2024,ge3,td60
688215,2025-02-14,4,2025,ge3,td60
688215,2025-05-15,5,2025,ge3,td60
688215,2025-08-08,4,2025,ge3,td60
688215,2025-12-05,3,2025,ge3,td60
688215,2026-04-08,3,2026,ge3,td60
688215,2026-08-11,4,2026,ge3,td60
688215,2024-11-13,4,2024,ge4,td60
688215,2025-02-14,4,2025,ge4,td60
688215,2025-05-15,5,2025,ge4,td60
688215,2025-08-08,4,2025,ge4,td60
688215,2026-04-15,4,2026,ge4,td60
688215,2026-08-11,4,2026,ge4,td60
688210,2025-02-25,5,2025,ge3,td60
688210,2025-06-20,4,2025,ge3,td60
688210,2025-09-12,4,2025,ge3,td60
688210,2026-01-12,3,2026,ge3,td60
688210,2026-04-16,3,2026,ge3,td60
688210,2025-02-25,5,2025,ge4,td60
688210,2025-06-20,4,2025,ge4,td60
688210,2025-09-12,4,2025,ge4,td60
688210,2026-01-30,4,2026,ge4,td60
605288,2025-02-10,5,2025,ge3,td60
605288,2025-05-13,4,2025,ge3,td60
605288,2025-08-06,4,2025,ge3,td60
605288,2025-11-26,3,2025,ge3,td60
605288,2026-05-19,3,2026,ge3,td60
605288,2025-02-10,5,2025,ge4,td60
605288,2025-05-13,4,2025,ge4,td60
605288,2025-08-06,4,2025,ge4,td60
605288,2026-01-15,4,2026,ge4,td60
605288,2026-05-22,4,2026,ge4,td60
603585,2024-11-11,3,2024,ge3,td60
603585,2025-02-13,5,2025,ge3,td60
603585,2025-05-19,3,2025,ge3,td60
603585,2025-10-28,5,2025,ge3,td60
603585,2026-01-22,4,2026,ge3,td60
603585,2024-11-13,4,2024,ge4,td60
603585,2025-02-14,4,2025,ge4,td60
603585,2025-05-21,5,2025,ge4,td60
603585,2025-10-28,5,2025,ge4,td60
603585,2026-01-22,4,2026,ge4,td60
600262,2024-11-08,3,2024,ge3,td60
600262,2025-05-08,4,2025,ge3,td60
600262,2025-08-01,3,2025,ge3,td60
600262,2025-11-05,3,2025,ge3,td60
600262,2026-01-30,4,2026,ge3,td60
600262,2024-11-21,5,2024,ge4,td60
600262,2025-05-08,4,2025,ge4,td60
600262,2026-01-08,4,2026,ge4,td60
301550,2024-11-11,3,2024,ge3,td60
301550,2025-02-12,4,2025,ge3,td60
301550,2025-05-13,4,2025,ge3,td60
301550,2025-08-06,4,2025,ge3,td60
301550,2025-11-11,3,2025,ge3,td60
301550,2026-02-06,3,2026,ge3,td60
301550,2026-05-15,4,2026,ge3,td60
301550,2024-11-13,4,2024,ge4,td60
301550,2025-02-14,4,2025,ge4,td60
301550,2025-05-15,5,2025,ge4,td60
301550,2025-08-19,6,2025,ge4,td60
301550,2026-01-08,4,2026,ge4,td60
301550,2026-05-11,4,2026,ge4,td60
002865,2024-11-05,3,2024,ge3,td60
002865,2025-07-09,4,2025,ge3,td60
002865,2025-12-23,4,2025,ge3,td60
002865,2026-04-30,3,2026,ge3,td60
002865,2024-11-13,5,2024,ge4,td60
002865,2025-07-09,4,2025,ge4,td60
002865,2025-12-23,4,2025,ge4,td60
002865,2026-05-06,4,2026,ge4,td60
600481,2024-11-13,3,2024,ge3,td60
600481,2025-02-17,3,2025,ge3,td60
600481,2025-07-07,4,2025,ge3,td60
600481,2025-10-29,3,2025,ge3,td60
600481,2026-01-23,5,2026,ge3,td60
600481,2026-05-21,5,2026,ge3,td60
600481,2025-02-24,4,2025,ge4,td60
600481,2025-07-07,4,2025,ge4,td60
600481,2025-11-07,5,2025,ge4,td60
600481,2026-02-05,4,2026,ge4,td60
600481,2026-05-21,5,2026,ge4,td60
300842,2024-11-13,5,2024,ge3,td60
300842,2025-02-20,3,2025,ge3,td60
300842,2025-07-02,3,2025,ge3,td60
300842,2025-09-24,4,2025,ge3,td60
300842,2025-12-26,3,2025,ge3,td60
300842,2026-04-29,3,2026,ge3,td60
300842,2024-11-13,5,2024,ge4,td60
300842,2025-02-21,5,2025,ge4,td60
300842,2025-09-01,4,2025,ge4,td60
300842,2026-01-22,5,2026,ge4,td60
300842,2026-05-22,4,2026,ge4,td60
603121,2024-11-11,3,2024,ge3,td60
603121,2025-02-12,5,2025,ge3,td60
603121,2025-05-13,4,2025,ge3,td60
603121,2025-09-26,3,2025,ge3,td60
603121,2025-12-29,4,2025,ge3,td60
603121,2026-04-17,4,2026,ge3,td60
603121,2026-08-11,3,2026,ge3,td60
603121,2024-11-13,4,2024,ge4,td60
603121,2025-02-20,5,2025,ge4,td60
603121,2025-12-08,5,2025,ge4,td60
603121,2026-04-14,4,2026,ge4,td60
002837,2024-11-13,4,2024,ge3,td60
002837,2025-02-20,3,2025,ge3,td60
002837,2025-07-08,3,2025,ge3,td60
002837,2025-09-30,4,2025,ge3,td60
002837,2025-12-31,4,2025,ge3,td60
002837,2026-04-20,4,2026,ge3,td60
002837,2024-11-13,4,2024,ge4,td60
002837,2025-02-24,4,2025,ge4,td60
002837,2025-07-30,4,2025,ge4,td60
002837,2025-12-22,4,2025,ge4,td60
002837,2026-04-20,4,2026,ge4,td60
688168,2024-11-07,3,2024,ge3,td60
688168,2025-02-10,3,2025,ge3,td60
688168,2025-05-09,3,2025,ge3,td60
688168,2025-08-11,4,2025,ge3,td60
688168,2025-11-18,4,2025,ge3,td60
688168,2026-04-13,3,2026,ge3,td60
688168,2025-02-17,4,2025,ge4,td60
688168,2025-07-18,4,2025,ge4,td60
688168,2025-11-18,4,2025,ge4,td60
688168,2026-04-21,4,2026,ge4,td60
688651,2024-11-13,4,2024,ge3,td60
688651,2025-02-14,5,2025,ge3,td60
688651,2025-07-15,4,2025,ge3,td60
688651,2025-10-30,3,2025,ge3,td60
688651,2026-01-26,4,2026,ge3,td60
688651,2026-05-06,3,2026,ge3,td60
688651,2024-11-13,4,2024,ge4,td60
688651,2025-02-14,5,2025,ge4,td60
688651,2025-07-15,4,2025,ge4,td60
688651,2026-01-09,4,2026,ge4,td60
688651,2026-05-20,4,2026,ge4,td60
603360,2024-11-05,3,2024,ge3,td60
603360,2025-02-07,3,2025,ge3,td60
603360,2025-05-29,3,2025,ge3,td60
603360,2025-08-26,3,2025,ge3,td60
603360,2025-11-27,3,2025,ge3,td60
603360,2025-02-19,5,2025,ge4,td60
603360,2025-05-30,4,2025,ge4,td60
603360,2025-08-27,5,2025,ge4,td60
300102,2024-11-07,3,2024,ge3,td60
300102,2025-02-11,3,2025,ge3,td60
300102,2025-05-19,3,2025,ge3,td60
300102,2025-08-13,5,2025,ge3,td60
300102,2025-11-13,4,2025,ge3,td60
300102,2026-02-09,3,2026,ge3,td60
300102,2024-11-13,4,2024,ge4,td60
300102,2025-02-17,4,2025,ge4,td60
300102,2025-08-08,4,2025,ge4,td60
300102,2025-11-13,4,2025,ge4,td60
300102,2026-02-12,4,2026,ge4,td60
688311,2024-11-27,3,2024,ge3,td60
688311,2025-02-28,4,2025,ge3,td60
688311,2025-06-26,3,2025,ge3,td60
688311,2025-12-12,3,2025,ge3,td60
688311,2026-07-10,4,2026,ge3,td60
688311,2025-02-24,4,2025,ge4,td60
688311,2025-06-27,4,2025,ge4,td60
688311,2025-12-15,4,2025,ge4,td60
688311,2026-07-10,4,2026,ge4,td60
301232,2025-02-17,3,2025,ge3,td60
301232,2025-05-16,4,2025,ge3,td60
301232,2025-08-13,4,2025,ge3,td60
301232,2025-11-13,4,2025,ge3,td60
301232,2026-02-09,3,2026,ge3,td60
301232,2026-07-01,3,2026,ge3,td60
301232,2025-03-06,4,2025,ge4,td60
301232,2025-07-17,4,2025,ge4,td60
301232,2025-10-30,4,2025,ge4,td60
301232,2026-01-26,4,2026,ge4,td60
301232,2026-04-29,4,2026,ge4,td60
603737,2024-11-13,4,2024,ge3,td60
603737,2025-02-17,3,2025,ge3,td60
603737,2025-06-03,3,2025,ge3,td60
603737,2025-08-26,4,2025,ge3,td60
603737,2026-01-21,3,2026,ge3,td60
603737,2024-11-13,4,2024,ge4,td60
603737,2025-03-03,5,2025,ge4,td60
603737,2025-08-18,4,2025,ge4,td60
603737,2026-01-23,4,2026,ge4,td60
688171,2024-11-13,5,2024,ge3,td60
688171,2025-02-14,3,2025,ge3,td60
688171,2025-05-15,4,2025,ge3,td60
688171,2025-08-08,5,2025,ge3,td60
688171,2026-01-13,4,2026,ge3,td60
688171,2026-04-22,3,2026,ge3,td60
688171,2024-11-13,5,2024,ge4,td60
688171,2025-02-17,4,2025,ge4,td60
688171,2025-05-16,5,2025,ge4,td60
688171,2025-08-12,4,2025,ge4,td60
688171,2026-01-13,4,2026,ge4,td60
603200,2024-11-08,3,2024,ge3,td60
603200,2025-02-11,4,2025,ge3,td60
603200,2025-05-21,3,2025,ge3,td60
603200,2025-08-14,4,2025,ge3,td60
603200,2026-01-14,3,2026,ge3,td60
603200,2026-04-22,4,2026,ge3,td60
603200,2024-11-13,5,2024,ge4,td60
603200,2025-02-14,4,2025,ge4,td60
603200,2025-07-03,5,2025,ge4,td60
603200,2026-01-19,5,2026,ge4,td60
603200,2026-04-22,4,2026,ge4,td60
603090,2024-11-14,4,2024,ge3,td60
603090,2025-02-17,4,2025,ge3,td60
603090,2025-06-12,3,2025,ge3,td60
603090,2025-09-04,3,2025,ge3,td60
603090,2025-12-23,3,2025,ge3,td60
603090,2024-11-14,4,2024,ge4,td60
603090,2025-02-17,4,2025,ge4,td60
603090,2025-07-21,4,2025,ge4,td60
603090,2025-10-27,4,2025,ge4,td60
603090,2026-01-23,4,2026,ge4,td60
605598,2024-12-02,3,2024,ge3,td60
605598,2025-05-19,3,2025,ge3,td60
605598,2025-08-12,4,2025,ge3,td60
605598,2025-11-14,4,2025,ge3,td60
605598,2026-05-07,3,2026,ge3,td60
605598,2024-12-19,5,2024,ge4,td60
605598,2025-05-26,4,2025,ge4,td60
605598,2025-10-20,5,2025,ge4,td60
605598,2026-01-14,6,2026,ge4,td60
605598,2026-05-13,5,2026,ge4,td60
688648,2024-11-11,3,2024,ge3,td60
688648,2025-02-12,3,2025,ge3,td60
688648,2025-05-15,4,2025,ge3,td60
688648,2025-08-18,3,2025,ge3,td60
688648,2025-12-19,3,2025,ge3,td60
688648,2026-04-24,3,2026,ge3,td60
688648,2024-11-13,4,2024,ge4,td60
688648,2025-05-15,4,2025,ge4,td60
688648,2025-08-20,4,2025,ge4,td60
688648,2025-12-25,4,2025,ge4,td60
603179,2024-11-13,4,2024,ge3,td60
603179,2025-05-19,3,2025,ge3,td60
603179,2025-08-15,3,2025,ge3,td60
603179,2026-01-05,3,2026,ge3,td60
603179,2026-05-18,4,2026,ge3,td60
603179,2024-11-13,4,2024,ge4,td60
603179,2025-08-21,4,2025,ge4,td60
603179,2026-01-12,4,2026,ge4,td60
603179,2026-05-18,4,2026,ge4,td60
002335,2024-11-08,3,2024,ge3,td60
002335,2025-02-11,4,2025,ge3,td60
002335,2025-08-20,5,2025,ge3,td60
002335,2026-01-14,4,2026,ge3,td60
002335,2026-04-29,3,2026,ge3,td60
002335,2024-11-13,5,2024,ge4,td60
002335,2025-02-14,4,2025,ge4,td60
002335,2025-08-20,5,2025,ge4,td60
002335,2026-01-14,4,2026,ge4,td60
002335,2026-05-18,4,2026,ge4,td60
300775,2025-03-13,5,2025,ge3,td60
300775,2025-07-11,3,2025,ge3,td60
300775,2025-10-28,3,2025,ge3,td60
300775,2026-01-22,3,2026,ge3,td60
300775,2025-03-13,5,2025,ge4,td60
300775,2025-07-18,4,2025,ge4,td60
300775,2025-10-29,4,2025,ge4,td60
300775,2026-01-23,4,2026,ge4,td60
000547,2024-11-08,3,2024,ge3,td60
000547,2025-02-20,3,2025,ge3,td60
000547,2025-06-23,3,2025,ge3,td60
000547,2025-11-03,3,2025,ge3,td60
000547,2026-02-12,3,2026,ge3,td60
000547,2024-11-13,5,2024,ge4,td60
000547,2025-02-25,4,2025,ge4,td60
000547,2025-07-01,4,2025,ge4,td60
000547,2025-11-04,4,2025,ge4,td60
688335,2024-11-08,3,2024,ge3,td60
688335,2025-02-11,3,2025,ge3,td60
688335,2025-05-12,4,2025,ge3,td60
688335,2025-08-05,5,2025,ge3,td60
688335,2026-01-08,4,2026,ge3,td60
688335,2025-05-12,4,2025,ge4,td60
688335,2025-08-05,5,2025,ge4,td60
688335,2026-01-08,4,2026,ge4,td60
300724,2024-11-08,3,2024,ge3,td60
300724,2025-05-08,3,2025,ge3,td60
300724,2025-08-01,3,2025,ge3,td60
300724,2025-12-24,3,2025,ge3,td60
300724,2024-11-13,5,2024,ge4,td60
300724,2025-07-11,5,2025,ge4,td60
300724,2026-01-06,4,2026,ge4,td60
300118,2025-05-08,4,2025,ge3,td60
300118,2025-08-01,3,2025,ge3,td60
300118,2025-11-05,3,2025,ge3,td60
300118,2026-02-02,4,2026,ge3,td60
300118,2026-05-13,3,2026,ge3,td60
300118,2025-05-08,4,2025,ge4,td60
300118,2025-09-01,4,2025,ge4,td60
300118,2025-12-19,4,2025,ge4,td60
002342,2024-11-11,3,2024,ge3,td60
002342,2025-03-21,3,2025,ge3,td60
002342,2025-06-23,5,2025,ge3,td60
002342,2025-09-16,3,2025,ge3,td60
002342,2025-12-30,3,2025,ge3,td60
002342,2026-04-17,4,2026,ge3,td60
002342,2024-11-13,4,2024,ge4,td60
002342,2025-03-24,4,2025,ge4,td60
002342,2025-06-23,5,2025,ge4,td60
002342,2026-01-05,4,2026,ge4,td60
002342,2026-04-17,4,2026,ge4,td60
600343,2024-11-13,4,2024,ge3,td60
600343,2025-03-13,3,2025,ge3,td60
600343,2025-07-14,4,2025,ge3,td60
600343,2025-11-11,3,2025,ge3,td60
600343,2026-02-26,3,2026,ge3,td60
600343,2026-07-03,3,2026,ge3,td60
600343,2024-11-13,4,2024,ge4,td60
600343,2025-03-18,4,2025,ge4,td60
600343,2025-07-14,4,2025,ge4,td60
600343,2025-11-13,4,2025,ge4,td60
600343,2026-04-24,4,2026,ge4,td60
601212,2025-04-03,3,2025,ge3,td60
601212,2025-07-08,3,2025,ge3,td60
601212,2025-10-15,4,2025,ge3,td60
601212,2026-01-09,3,2026,ge3,td60
601212,2026-08-11,4,2026,ge3,td60
601212,2025-06-09,4,2025,ge4,td60
601212,2025-09-08,4,2025,ge4,td60
601212,2025-12-19,4,2025,ge4,td60
601212,2026-08-11,4,2026,ge4,td60
603920,2024-11-08,3,2024,ge3,td60
603920,2025-02-11,3,2025,ge3,td60
603920,2025-07-04,4,2025,ge3,td60
603920,2025-09-29,4,2025,ge3,td60
603920,2026-01-07,4,2026,ge3,td60
603920,2026-04-29,3,2026,ge3,td60
603920,2024-11-13,4,2024,ge4,td60
603920,2025-02-21,5,2025,ge4,td60
603920,2025-07-04,4,2025,ge4,td60
603920,2025-09-29,4,2025,ge4,td60
603920,2026-01-07,4,2026,ge4,td60
603920,2026-05-22,4,2026,ge4,td60
688286,2024-11-06,3,2024,ge3,td60
688286,2025-02-07,4,2025,ge3,td60
688286,2025-05-14,3,2025,ge3,td60
688286,2025-08-07,4,2025,ge3,td60
688286,2026-01-16,3,2026,ge3,td60
688286,2026-04-21,3,2026,ge3,td60
688286,2024-11-13,4,2024,ge4,td60
688286,2025-02-14,4,2025,ge4,td60
688286,2025-08-07,4,2025,ge4,td60
688286,2026-01-23,5,2026,ge4,td60
688286,2026-06-26,4,2026,ge4,td60
603626,2024-11-07,3,2024,ge3,td60
603626,2025-02-10,3,2025,ge3,td60
603626,2025-05-12,3,2025,ge3,td60
603626,2025-08-06,3,2025,ge3,td60
603626,2025-12-17,3,2025,ge3,td60
603626,2026-04-17,3,2026,ge3,td60
603626,2024-11-13,4,2024,ge4,td60
603626,2025-02-21,4,2025,ge4,td60
603626,2025-08-15,4,2025,ge4,td60
603626,2025-12-24,4,2025,ge4,td60
603626,2026-04-27,4,2026,ge4,td60
301489,2025-04-09,3,2025,ge3,td60
301489,2025-07-08,3,2025,ge3,td60
301489,2025-10-10,3,2025,ge3,td60
301489,2026-02-26,4,2026,ge3,td60
301489,2026-05-27,3,2026,ge3,td60
301489,2025-05-21,4,2025,ge4,td60
301489,2025-08-14,4,2025,ge4,td60
301489,2026-02-26,4,2026,ge4,td60
301489,2026-05-28,5,2026,ge4,td60
688157,2024-11-08,3,2024,ge3,td60
688157,2025-02-21,5,2025,ge3,td60
688157,2025-07-18,3,2025,ge3,td60
688157,2025-12-18,3,2025,ge3,td60
688157,2026-04-21,3,2026,ge3,td60
688157,2024-11-13,5,2024,ge4,td60
688157,2025-02-21,5,2025,ge4,td60
688157,2025-08-14,4,2025,ge4,td60
688157,2026-01-06,4,2026,ge4,td60
603097,2024-11-15,4,2024,ge3,td60
603097,2025-03-04,5,2025,ge3,td60
603097,2025-06-04,3,2025,ge3,td60
603097,2025-10-29,3,2025,ge3,td60
603097,2026-01-23,4,2026,ge3,td60
603097,2026-05-28,3,2026,ge3,td60
603097,2024-11-15,4,2024,ge4,td60
603097,2025-03-04,5,2025,ge4,td60
603097,2025-10-30,4,2025,ge4,td60
603097,2026-01-26,4,2026,ge4,td60
603097,2026-08-10,4,2026,ge4,td60
603596,2025-02-06,3,2025,ge3,td60
603596,2025-05-09,3,2025,ge3,td60
603596,2025-08-28,4,2025,ge3,td60
603596,2025-12-24,3,2025,ge3,td60
603596,2026-05-08,3,2026,ge3,td60
603596,2025-02-11,4,2025,ge4,td60
603596,2025-08-28,4,2025,ge4,td60
603596,2025-12-26,4,2025,ge4,td60
603596,2026-05-12,4,2026,ge4,td60
600410,2024-11-13,5,2024,ge3,td60
600410,2025-02-14,3,2025,ge3,td60
600410,2025-05-16,5,2025,ge3,td60
600410,2025-08-11,3,2025,ge3,td60
600410,2025-11-18,3,2025,ge3,td60
600410,2026-02-25,3,2026,ge3,td60
600410,2024-11-13,5,2024,ge4,td60
600410,2025-02-19,4,2025,ge4,td60
600410,2025-07-24,4,2025,ge4,td60
600410,2026-01-13,4,2026,ge4,td60
688639,2024-11-11,3,2024,ge3,td60
688639,2025-02-18,4,2025,ge3,td60
688639,2025-06-03,6,2025,ge3,td60
688639,2025-08-28,3,2025,ge3,td60
688639,2026-01-14,4,2026,ge3,td60
688639,2026-06-25,3,2026,ge3,td60
688639,2025-02-18,4,2025,ge4,td60
688639,2025-06-03,6,2025,ge4,td60
688639,2025-11-12,4,2025,ge4,td60
688281,2024-11-13,3,2024,ge3,td60
688281,2025-03-11,3,2025,ge3,td60
688281,2025-07-24,3,2025,ge3,td60
688281,2025-12-26,4,2025,ge3,td60
688281,2026-05-06,3,2026,ge3,td60
688281,2025-07-28,4,2025,ge4,td60
688281,2025-12-26,4,2025,ge4,td60
688281,2026-05-07,4,2026,ge4,td60
600418,2024-11-07,3,2024,ge3,td60
600418,2025-02-11,3,2025,ge3,td60
600418,2025-05-12,3,2025,ge3,td60
600418,2025-08-05,4,2025,ge3,td60
600418,2026-01-19,3,2026,ge3,td60
600418,2026-08-05,3,2026,ge3,td60
600418,2024-11-13,4,2024,ge4,td60
600418,2025-07-24,4,2025,ge4,td60
600418,2026-01-21,4,2026,ge4,td60
603612,2024-11-11,3,2024,ge3,td60
603612,2025-02-14,4,2025,ge3,td60
603612,2025-06-25,3,2025,ge3,td60
603612,2025-09-19,4,2025,ge3,td60
603612,2026-01-09,3,2026,ge3,td60
603612,2025-02-14,4,2025,ge4,td60
603612,2025-07-01,5,2025,ge4,td60
603612,2026-01-21,4,2026,ge4,td60
688109,2024-11-13,3,2024,ge3,td60
688109,2025-02-14,5,2025,ge3,td60
688109,2025-06-24,4,2025,ge3,td60
688109,2025-09-16,5,2025,ge3,td60
688109,2026-01-16,3,2026,ge3,td60
688109,2025-02-11,4,2025,ge4,td60
688109,2025-06-24,4,2025,ge4,td60
688109,2025-09-16,5,2025,ge4,td60
688283,2024-11-13,5,2024,ge3,td60
688283,2025-02-14,3,2025,ge3,td60
688283,2025-08-06,3,2025,ge3,td60
688283,2025-12-02,5,2025,ge3,td60
688283,2026-04-21,3,2026,ge3,td60
688283,2024-11-13,5,2024,ge4,td60
688283,2025-02-20,4,2025,ge4,td60
688283,2025-08-08,5,2025,ge4,td60
688283,2025-12-02,5,2025,ge4,td60
688283,2026-04-22,4,2026,ge4,td60
603499,2024-11-11,3,2024,ge3,td60
603499,2025-02-13,3,2025,ge3,td60
603499,2025-07-18,3,2025,ge3,td60
603499,2025-11-18,4,2025,ge3,td60
603499,2024-11-14,4,2024,ge4,td60
603499,2025-08-18,4,2025,ge4,td60
603499,2025-11-18,4,2025,ge4,td60
688480,2024-11-07,3,2024,ge3,td60
688480,2025-02-17,3,2025,ge3,td60
688480,2025-07-17,4,2025,ge3,td60
688480,2025-10-23,3,2025,ge3,td60
688480,2026-01-19,4,2026,ge3,td60
688480,2026-04-29,3,2026,ge3,td60
688480,2024-11-13,4,2024,ge4,td60
688480,2025-03-04,4,2025,ge4,td60
688480,2025-07-17,4,2025,ge4,td60
688480,2025-10-24,5,2025,ge4,td60
688480,2026-01-21,4,2026,ge4,td60
688480,2026-05-08,4,2026,ge4,td60
601226,2024-11-11,3,2024,ge3,td60
601226,2025-03-25,4,2025,ge3,td60
601226,2025-07-18,3,2025,ge3,td60
601226,2025-10-20,3,2025,ge3,td60
601226,2026-01-15,4,2026,ge3,td60
601226,2024-11-13,4,2024,ge4,td60
601226,2025-03-25,4,2025,ge4,td60
601226,2025-07-21,5,2025,ge4,td60
601226,2025-10-27,5,2025,ge4,td60
601226,2026-01-21,4,2026,ge4,td60
000603,2025-01-24,4,2025,ge3,td60
000603,2025-06-06,3,2025,ge3,td60
000603,2025-08-29,4,2025,ge3,td60
000603,2025-12-02,4,2025,ge3,td60
000603,2026-07-24,3,2026,ge3,td60
000603,2025-01-24,4,2025,ge4,td60
000603,2025-06-11,4,2025,ge4,td60
000603,2025-09-04,4,2025,ge4,td60
000603,2025-12-05,5,2025,ge4,td60
000603,2026-08-11,4,2026,ge4,td60
688489,2024-11-13,4,2024,ge3,td60
688489,2025-02-17,4,2025,ge3,td60
688489,2025-05-29,3,2025,ge3,td60
688489,2025-08-26,4,2025,ge3,td60
688489,2026-01-14,5,2026,ge3,td60
688489,2026-05-25,3,2026,ge3,td60
688489,2024-11-13,4,2024,ge4,td60
688489,2025-02-17,4,2025,ge4,td60
688489,2025-06-12,4,2025,ge4,td60
688489,2025-09-04,4,2025,ge4,td60
688489,2026-01-14,5,2026,ge4,td60
603119,2024-11-08,3,2024,ge3,td60
603119,2025-02-11,4,2025,ge3,td60
603119,2025-05-12,3,2025,ge3,td60
603119,2025-08-05,4,2025,ge3,td60
603119,2025-12-09,3,2025,ge3,td60
